Num of Anchor; Time [ms]; Data Anchor; RX
1780 ; 573124.0;4.41;-56.7;-89.712;59.727
1780 ; 574251.0;4.41;-56.7;-89.712;59.727
1780 ; 576507.0;4.42;-57.79;-83.905;108.33
1780 ; 577635.0;4.34;-57.08;-97.773;37.842
1780 ; 578763.0;4.71;-57.41;-84.27;75.5
1780 ; 579891.0;4.34;-58.96;-85.199;89.327
1780 ; 581019.0;4.3;-57.08;-93.092;30.795
1780 ; 582147.0;4.34;-58.56;-97.223;35.448
1780 ; 583275.0;4.4;-56.91;-93.002;39.536
1780 ; 584403.0;4.37;-57.99;-93.193;31.273
1780 ; 585531.0;4.52;-57.85;-93.312;37.143
1780 ; 586659.0;4.63;-56.22;-104.442;24.88
1780 ; 587787.0;4.57;-57.73;-91.285;64.605
1780 ; 588915.0;4.9;-57.49;-95.029;39.5
1780 ; 590043.0;4.35;-59.22;-95.062;35.9
1780 ; 591171.0;4.64;-56.92;-102.817;29.434
1780 ; 592299.0;4.25;-57.01;-102.143;32.375
1780 ; 593427.0;4.34;-57.46;-92.453;49.097
1780 ; 594555.0;4.84;-57.89;-94.405;21.361
1780 ; 595683.0;4.82;-57.61;-88.725;103.042
1780 ; 596811.0;4.39;-58.07;-93.452;43.194
1780 ; 597939.0;4.43;-58.17;-93.355;49.773
1780 ; 599067.0;4.44;-58.02;-94.867;39.318
1780 ; 600195.0;4.49;-58.64;-91.248;52.412
1780 ; 601323.0;4.39;-57.94;-92.043;38.326
1780 ; 602451.0;4.27;-59.89;-94.465;36.986
1780 ; 603579.0;4.37;-58.87;-96.024;40.02
1780 ; 604707.0;4.6;-57.31;-92.307;40.073
1780 ; 605835.0;4.74;-56.43;-92.745;36.346
1780 ; 606963.0;4.29;-56.33;-100.761;29.557
1780 ; 608091.0;4.35;-57.07;-93.013;27.51
1780 ; 609219.0;4.69;-57.93;-90.076;71.587
1780 ; 610347.0;4.4;-56.43;-91.938;43.325
1780 ; 611475.0;4.35;-58.18;-91.873;31.567
1780 ; 612603.0;4.46;-56.61;-91.33;55.989
1780 ; 613731.0;4.55;-59.0;-90.224;62.341
1780 ; 614859.0;4.4;-61.99;-96.005;39.5
1780 ; 615987.0;4.96;-57.72;-93.917;41.221
1780 ; 617115.0;4.34;-58.15;-91.187;11.365
1780 ; 618243.0;4.41;-58.38;-94.94;63.714
1780 ; 619371.0;4.34;-57.64;-97.377;48.368
1780 ; 620499.0;4.39;-59.95;-93.537;36.325
1780 ; 621627.0;4.46;-58.86;-92.005;47.141
1780 ; 622755.0;4.44;-59.44;-93.081;62.107
1780 ; 623883.0;4.41;-58.88;-98.498;41.739
1780 ; 625011.0;4.39;-56.68;-97.135;70.071
