Time name; timer [s/ps]
timePollAckReceived;14021595.0
timeRangeSent;14036404.0
timeINO;50369.0
timePollSent;14108807.0
timePollAckReceived;14123602.0
timePollAckReceived;14225601.0
timeRangeSent;14240410.0
timeINO;50573.0
timePollSent;14312809.0
timePollAckReceived;14327606.0
timePollAckReceived;14531612.0
timeRangeSent;14546419.0
timeINO;50879.0
timePollSent;14618816.0
timePollAckReceived;14633611.0
timePollAckReceived;14735616.0
timeRangeSent;14750424.0
timeINO;51083.0
timePollSent;14822821.0
timePollAckReceived;14837619.0
timePollAckReceived;14939619.0
timeRangeSent;14954429.0
timeINO;51287.0
timePollSent;15026825.0
timePollAckReceived;15041621.0
timePollAckReceived;15143622.0
timeRangeSent;15158430.0
timeINO;51491.0
timePollSent;15230830.0
timePollAckReceived;15245627.0
timePollAckReceived;15347628.0
timeRangeSent;15362435.0
timeINO;51695.0
timePollSent;15434833.0
timePollAckReceived;15449630.0
timePollAckReceived;15551632.0
timeRangeSent;15566441.0
timeINO;51899.0
timePollSent;15638840.0
timePollAckReceived;15653634.0
timePollAckReceived;15755636.0
timeRangeSent;15770446.0
timeINO;52103.0
timePollSent;15842842.0
timePollAckReceived;15857638.0
timePollAckReceived;15959637.0
timeRangeSent;15974446.0
timeINO;52307.0
timePollSent;16046847.0
timePollAckReceived;16061640.0
timePollAckReceived;16163644.0
timeRangeSent;16178454.0
timeINO;52511.0
timePollSent;16250853.0
timePollAckReceived;16265652.0
timePollAckReceived;16367650.0
timeRangeSent;16382459.0
timeINO;52715.0
timePollSent;16454856.0
timePollAckReceived;16469652.0
timePollAckReceived;16673654.0
timeRangeSent;16688459.0
timeINO;53021.0
timePollSent;16760865.0
timePollAckReceived;16775659.0
timePollAckReceived;16877662.0
timeRangeSent;16892470.0
timeINO;53225.0
timePollSent;16964868.0
timePollAckReceived;16979664.0
timePollAckReceived;17081664.0
timeRangeSent;17096474.0
timeINO;53429.0
timePollSent;17168870.0
timePollAckReceived;17183668.0
timePollAckReceived;78268.58
timeRangeSent;93077.48
timeINO;53633.0
timePollSent;165475.47
timePollAckReceived;180269.63
timePollAckReceived;384279.25
timeRangeSent;399087.38
timeINO;53939.0
timePollSent;471482.0
timePollAckReceived;486277.25
timePollAckReceived;588278.25
timeRangeSent;603084.69
timeINO;54143.0
timePollSent;675484.56
timePollAckReceived;690281.31
timePollAckReceived;792279.13
timeRangeSent;807086.81
timeINO;54347.0
timePollSent;879488.94
timePollAckReceived;894283.13
timePollAckReceived;996288.94
timeRangeSent;1011097.19
timeINO;54551.0
timePollSent;1083493.37
timePollAckReceived;1098290.0
timePollAckReceived;1200286.87
timeRangeSent;1215095.87
timeINO;54755.0
timePollSent;1287497.12
timePollAckReceived;1302292.75
timePollAckReceived;1404294.75
timeRangeSent;1419099.87
timeINO;54959.0
timePollSent;1593504.87
timePollAckReceived;1608301.75
timePollAckReceived;1710304.62
timeRangeSent;1725113.37
timeINO;55265.0
timePollSent;1797508.0
timePollAckReceived;1812304.87
timePollAckReceived;1914305.5
timeRangeSent;1929113.87
timeINO;55469.0
timePollSent;2001514.87
timePollAckReceived;2016311.5
timePollAckReceived;2118311.5
timeRangeSent;2133118.25
timeINO;55673.0
timePollSent;2205519.0
timePollAckReceived;2220315.25
timePollAckReceived;2322317.25
timeRangeSent;2337126.75
timeINO;55877.0
timePollSent;2409523.5
timePollAckReceived;2424318.25
timePollAckReceived;2526322.25
timeRangeSent;2541129.25
timeINO;56081.0
timePollSent;2613524.5
timePollAckReceived;2628320.25
timePollAckReceived;2730324.0
timeRangeSent;2745133.0
timeINO;56285.0
timePollSent;2817530.25
timePollAckReceived;2832326.0
timePollAckReceived;2934328.0
timeRangeSent;2949137.5
timeINO;56489.0
timePollSent;3021534.5
timePollAckReceived;3036330.0
timePollAckReceived;3138335.0
timeRangeSent;3153144.25
timeINO;56693.0
timePollSent;3225541.0
timePollAckReceived;3240334.75
timePollAckReceived;3342338.75
timeRangeSent;3357149.75
timeINO;56897.0
timePollSent;3429543.0
timePollAckReceived;3444336.5
timePollAckReceived;3546339.75
timeRangeSent;3561145.0
timeINO;57101.0
timePollSent;3735550.0
timePollAckReceived;3750348.75
timePollAckReceived;3852345.5
timeRangeSent;3867153.25
timeINO;57407.0
timePollSent;3939556.5
timePollAckReceived;3954351.5
timePollAckReceived;4056352.5
timeRangeSent;4071159.0
timeINO;57611.0
timePollSent;4143559.5
timePollAckReceived;4158357.5
timePollAckReceived;4260358.5
timeRangeSent;4275168.0
timeINO;57815.0
timePollSent;4347563.0
timePollAckReceived;4362359.0
timePollAckReceived;4464362.5
timeRangeSent;4479170.0
timeINO;58019.0
timePollSent;4551567.0
timePollAckReceived;4566363.5
timePollAckReceived;4668368.0
timeRangeSent;4683175.5
timeINO;58223.0
timePollSent;4755570.5
timePollAckReceived;4770365.0
timePollAckReceived;4872372.0
timeRangeSent;4887181.0
timeINO;58427.0
timePollSent;4959576.5
timePollAckReceived;4974373.0
timePollAckReceived;5076374.5
timeRangeSent;5091181.5
timeINO;58631.0
timePollSent;5163579.5
timePollAckReceived;5178373.5
timePollSent;5265583.5
timePollAckReceived;5280379.0
timePollAckReceived;5382383.0
timeRangeSent;5397190.0
timeINO;58937.0
timePollSent;5469586.0
timePollAckReceived;5484383.0
timePollAckReceived;5586383.5
timeRangeSent;5601191.0
timeINO;59141.0
timePollSent;5673590.0
timePollAckReceived;5688384.5
timePollAckReceived;5892387.5
timeRangeSent;5907194.5
timeINO;59447.0
timePollSent;5979598.5
timePollAckReceived;5994394.0
timePollAckReceived;6096394.5
timeRangeSent;6111204.5
timeINO;59651.0
timePollSent;6183602.5
timePollAckReceived;6198395.0
timePollSent;6285604.5
timePollAckReceived;6300399.5
timePollAckReceived;6402404.5
timeRangeSent;6417210.0
timeINO;59957.0
