Num of Anchor; Time [ms]; Data Anchor
1780 ; 24756.0;0.0
1780 ; 25759.0;0.0
1780 ; 26761.0;0.57973
1780 ; 27764.0;0.65813
1780 ; 28767.0;0.7549
1780 ; 29770.0;0.70166
1780 ; 30773.0;0.67178
1780 ; 31776.0;0.66821
1780 ; 32779.0;0.65098
1780 ; 33782.0;0.67733
1780 ; 34785.0;0.64522
1780 ; 35788.0;0.62287
1780 ; 36791.0;0.59841
1780 ; 37794.0;0.57639
1780 ; 38797.0;0.64636
1780 ; 39800.0;0.60311
1780 ; 40803.0;0.6253
1780 ; 41806.0;0.584
1780 ; 42809.0;0.70553
1780 ; 43812.0;0.70035
1780 ; 44815.0;0.62382
1780 ; 45818.0;0.75487
1780 ; 46821.0;0.69193
1780 ; 47824.0;0.6804
1780 ; 48827.0;0.9005
1780 ; 49830.0;1.04755
1780 ; 50833.0;1.06591
1780 ; 51836.0;1.11612
1780 ; 52839.0;1.11987
1780 ; 53842.0;0.80807
1780 ; 54845.0;0.63949
1780 ; 55848.0;0.6561
1780 ; 56851.0;0.64307
1780 ; 57854.0;0.73568
1780 ; 58857.0;0.84655
1780 ; 59860.0;0.98393
1780 ; 60863.0;0.9168
1780 ; 61866.0;1.06904
1780 ; 62869.0;0.90602
1780 ; 63872.0;1.01514
1780 ; 64875.0;1.01597
1780 ; 65878.0;0.94363
1780 ; 66881.0;0.93785
1780 ; 67884.0;1.02673
1780 ; 68887.0;1.0401
1780 ; 69890.0;1.07238
1780 ; 70893.0;0.9538
1780 ; 71896.0;1.10663
1780 ; 72899.0;1.17037
1780 ; 73902.0;1.11296
1780 ; 74905.0;1.05481
1780 ; 75908.0;1.04446
1780 ; 76911.0;1.05733
1780 ; 77914.0;1.08477
1780 ; 78917.0;1.05061
1780 ; 79920.0;0.9366
1780 ; 80923.0;0.96916
1780 ; 81926.0;0.84878
1780 ; 82929.0;0.70916
1780 ; 83932.0;0.7283
1780 ; 84935.0;0.64213
1780 ; 85938.0;0.74496
1780 ; 86941.0;0.63784
1780 ; 87944.0;0.6911
1780 ; 88947.0;0.70545
1780 ; 89950.0;0.73954
1780 ; 90953.0;1.095
1780 ; 91956.0;0.97857
1780 ; 92959.0;1.0765
1780 ; 93962.0;1.16224
1780 ; 94965.0;0.97741
1780 ; 95968.0;1.05726
1780 ; 96971.0;0.95397
1780 ; 97974.0;1.12857
1780 ; 98977.0;0.91166
1780 ; 99980.0;0.7229
1780 ; 100983.0;0.86965
1780 ; 101986.0;0.57712
1780 ; 102989.0;0.61356
1780 ; 103992.0;0.76513
1780 ; 104995.0;0.68886
1780 ; 105998.0;0.77985
1780 ; 107001.0;0.8389
1780 ; 108004.0;0.71139
1780 ; 109007.0;0.84436
1780 ; 110010.0;0.87473
1780 ; 111013.0;1.13435
1780 ; 112016.0;0.82936
1780 ; 113019.0;0.88221
1780 ; 114022.0;0.85217
1780 ; 115025.0;0.73549
1780 ; 116028.0;0.91604
1780 ; 117031.0;0.73462
1780 ; 118034.0;0.5769
1780 ; 119037.0;0.62816
1780 ; 120040.0;0.65152
1780 ; 121043.0;0.65776
1780 ; 122046.0;0.94882
1780 ; 123049.0;0.8938
1780 ; 124052.0;0.79531
1780 ; 125055.0;0.78334
1780 ; 126058.0;0.80163
1780 ; 127061.0;0.70625
1780 ; 128064.0;0.61739
1780 ; 129067.0;0.62055
1780 ; 130070.0;0.63947
1780 ; 131073.0;0.62616
1780 ; 132076.0;0.60024
1780 ; 133079.0;0.64193
1780 ; 134082.0;0.61299
1780 ; 135085.0;0.57841
1780 ; 136088.0;0.57185
1780 ; 137091.0;0.6105
1780 ; 138094.0;0.57306
1780 ; 139097.0;0.59274
1780 ; 140100.0;0.55612
1780 ; 141103.0;0.52748
1780 ; 142106.0;0.5698
1780 ; 143109.0;0.55891
1780 ; 144112.0;0.6174
1780 ; 145115.0;0.55049
1780 ; 146118.0;0.57955
1780 ; 147121.0;0.58384
1780 ; 148124.0;0.5537
1780 ; 149127.0;0.56721
1780 ; 150130.0;0.52906
1780 ; 151133.0;0.56112
1780 ; 152136.0;0.55076
1780 ; 153139.0;0.53877
1780 ; 154142.0;0.57036
1780 ; 155145.0;0.70879
1780 ; 156148.0;0.64888
1780 ; 157151.0;0.55939
1780 ; 158154.0;0.59642
1780 ; 159157.0;0.64398
1780 ; 160161.0;0.57523
1780 ; 161164.0;0.60765
1780 ; 162167.0;0.55342
1780 ; 163170.0;0.577
1780 ; 164173.0;0.5736
1780 ; 165176.0;0.58196
1780 ; 166179.0;0.57783
1780 ; 167182.0;0.71339
1780 ; 168185.0;0.58216
1780 ; 169188.0;0.60066
1780 ; 170191.0;0.60174
1780 ; 171194.0;0.5768
1780 ; 172197.0;0.55421
1780 ; 173200.0;0.56968
1780 ; 174203.0;0.57429
1780 ; 175206.0;0.63769
1780 ; 176209.0;0.66634
1780 ; 177212.0;0.65015
1780 ; 178215.0;0.84144
1780 ; 179218.0;1.00289
1780 ; 180221.0;1.05064
1780 ; 181224.0;1.0404
1780 ; 182227.0;0.91987
1780 ; 183230.0;1.1547
1780 ; 184233.0;1.02445
1780 ; 185236.0;1.23374
1780 ; 186239.0;1.10966
1780 ; 187242.0;0.95992
1780 ; 188245.0;0.99317
1780 ; 189248.0;1.15482
1780 ; 190251.0;1.14135
1780 ; 191254.0;1.27306
1780 ; 192257.0;1.04723
1780 ; 193260.0;1.04986
1780 ; 194263.0;1.07725
1780 ; 195266.0;1.28656
1780 ; 196269.0;1.15213
1780 ; 197272.0;1.00165
1780 ; 198275.0;1.11297
1780 ; 199278.0;1.05853
1780 ; 200281.0;1.0886
1780 ; 201284.0;1.10031
1780 ; 202287.0;0.97481
1780 ; 203290.0;0.95981
1780 ; 204293.0;0.93032
1780 ; 205296.0;1.1275
1780 ; 206299.0;1.04756
1780 ; 207302.0;1.08864
1780 ; 208305.0;1.07732
1780 ; 209308.0;0.76718
1780 ; 210311.0;0.68705
1780 ; 211314.0;0.73611
1780 ; 212317.0;0.58039
1780 ; 213320.0;0.62062
1780 ; 214323.0;0.60635
1780 ; 215326.0;0.69414
1780 ; 216329.0;0.67357
1780 ; 217332.0;0.59749
1780 ; 218335.0;0.67715
1780 ; 219338.0;0.65322
1780 ; 220341.0;0.62649
1780 ; 221344.0;0.63058
1780 ; 222347.0;0.70667
1780 ; 223350.0;0.66691
1780 ; 224353.0;0.65035
1780 ; 225356.0;0.64022
1780 ; 226359.0;0.57248
1780 ; 227362.0;0.64093
1780 ; 228365.0;0.65348
1780 ; 229368.0;0.69429
1780 ; 230371.0;0.6305
1780 ; 231374.0;0.73527
1780 ; 232377.0;1.0046
1780 ; 233380.0;0.84172
1780 ; 234383.0;0.88343
1780 ; 235386.0;0.98003
