Num of Anchor; Time [ms]; Data Anchor; RX
1780 ; 0.0;0.559;-53.22;-76.02;126.549
1780 ; 0.0;0.982;-52.67;-74.535;129.078
1780 ; 0.0;1.19;-54.09;-75.231;120.327
1781 ; 0.0;0.179;-52.23;-74.879;111.692
1780 ; 0.0;4.207;-53.72;-72.303;118.0
1781 ; 0.0;0.426;-53.94;-73.969;86.745
1780 ; 0.0;2.863;-53.8;-76.218;95.434
1781 ; 0.0;0.526;-52.31;-72.189;113.399
1780 ; 0.0;2.077;-53.17;-75.413;119.655
1781 ; 0.0;0.576;-52.46;-72.773;108.694
1783 ; 0.0;0.382;-54.12;-72.015;106.312
1780 ; 0.0;1.744;-52.47;-73.818;131.689
1781 ; 0.0;0.604;-52.03;-70.758;107.006
1783 ; 0.0;0.547;-54.3;-73.326;104.122
1780 ; 0.0;1.588;-51.68;-76.214;118.809
1781 ; 0.0;0.619;-52.67;-72.764;85.63
1783 ; 0.0;0.603;-53.97;-75.298;101.079
1780 ; 0.0;1.493;-53.61;-72.53;136.718
1781 ; 0.0;12.864;-54.39;-71.851;109.908
1783 ; 0.0;0.763;-53.29;-72.347;108.95
1782 ; 0.0;12.553;-72.5;-96.834;21.272
1780 ; 0.0;1.443;-52.93;-72.814;111.59
1781 ; 0.0;7.852;-52.69;-75.022;83.62
1783 ; 0.0;0.666;-54.07;-72.378;112.336
1782 ; 0.0;9.775;-73.02;-98.651;28.642
1780 ; 0.0;1.423;-52.79;-77.867;98.659
1781 ; 0.0;4.898;-54.43;-74.512;82.264
1783 ; 0.0;0.626;-54.34;-73.72;108.024
1782 ; 0.0;8.141;-71.76;-98.423;25.423
1780 ; 0.0;1.38;-54.96;-75.665;120.987
1781 ; 0.0;2.898;-54.47;-72.1;103.567
1783 ; 0.0;0.587;-54.39;-73.966;110.091
1782 ; 0.0;7.02;-71.5;-96.256;22.006
