Num of Anchor; Time [ms]; Data Anchor; dbm
1780; 10238848.0;0.48;-61.75
1780; 10239977.0;0.52;-61.92
1780; 10241106.0;0.48;-63.71
1780; 10242235.0;0.48;-62.46
1780; 10243364.0;0.45;-61.14
1780; 10244493.0;0.44;-60.62
1780; 10245622.0;0.51;-62.87
1780; 10246751.0;0.48;-62.17
1780; 10247880.0;0.51;-60.51
1780; 10249009.0;0.46;-63.32
1780; 10250138.0;0.46;-62.48
1780; 10251267.0;0.5;-61.75
1780; 10252396.0;0.54;-62.22
1780; 10253525.0;0.5;-61.0
1780; 10254654.0;0.52;-61.29
1780; 10255783.0;0.46;-61.65
1780; 10256913.0;0.5;-60.0
1780; 10258042.0;0.47;-62.83
1780; 10259173.0;0.46;-63.61
1780; 10260302.0;0.45;-63.8
1780; 10261431.0;0.52;-62.82
1780; 10262560.0;0.52;-61.15
1780; 10263690.0;0.48;-60.37
1780; 10264819.0;0.51;-60.06
1780; 10265948.0;0.53;-62.47
1780; 10267077.0;0.53;-62.25
1780; 10268206.0;0.48;-63.51
1780; 10269335.0;0.46;-62.9
1780; 10270464.0;0.47;-61.61
1780; 10271594.0;0.49;-62.39
1780; 10272723.0;0.46;-59.59
1780; 10273852.0;0.49;-59.23
1780; 10274981.0;0.46;-63.1
1780; 10276110.0;-23.13;-62.9
1780; 10277239.0;0.51;-63.47
1780; 10278368.0;0.49;-61.99
1780; 10279497.0;0.51;-62.79
1780; 10280626.0;0.5;-62.13
1780; 10281755.0;0.45;-62.26
1780; 10282884.0;0.46;-62.11
1780; 10284013.0;0.47;-62.98
1780; 10285142.0;0.49;-61.95
1780; 10286271.0;0.47;-61.66
1780; 10287400.0;0.49;-62.43
1780; 10288529.0;0.49;-61.9
1780; 10289658.0;0.49;-62.71
1780; 10290787.0;0.48;-63.83
1780; 10291916.0;0.49;-61.51
1780; 10293045.0;0.47;-62.58
1780; 10294174.0;0.46;-61.14
1780; 10295303.0;0.5;-60.67
1780; 10296432.0;0.49;-61.64
1780; 10297561.0;0.5;-61.78
1780; 10298690.0;0.48;-62.69
1780; 10299819.0;0.46;-62.03
1780; 10300948.0;0.48;-63.79
1780; 10302079.0;0.51;-61.56
1780; 10303208.0;0.48;-61.15
1780; 10304338.0;0.47;-62.75
1780; 10305467.0;0.49;-62.28
1780; 10306596.0;0.49;-63.22
1780; 10307725.0;0.48;-60.74
1780; 10308854.0;0.48;-61.98
1780; 10309983.0;0.53;-59.91
1780; 10311112.0;0.47;-61.5
1780; 10312241.0;0.46;-62.75
1780; 10313370.0;0.49;-62.49
1780; 10314499.0;0.48;-62.27
1780; 10315628.0;0.46;-63.11
1780; 10316757.0;0.49;-63.46
1780; 10317886.0;0.45;-62.16
1780; 10319015.0;0.45;-63.07
1780; 10320144.0;0.51;-61.3
1780; 10321273.0;0.5;-61.9
1780; 10322402.0;0.49;-62.84
1780; 10323531.0;0.48;-61.61
1780; 10324660.0;0.48;-60.36
1780; 10325789.0;0.49;-62.65
1780; 10326918.0;0.46;-61.2
1780; 10328047.0;0.48;-61.8
1780; 10329176.0;0.48;-62.93
1780; 10330305.0;0.47;-61.06
1780; 10331434.0;0.51;-61.2
1780; 10332563.0;0.49;-62.64
1780; 10333692.0;0.5;-62.29
1780; 10334821.0;0.48;-60.73
1780; 10335950.0;0.48;-62.81
1780; 10337079.0;0.5;-62.85
1780; 10338208.0;0.49;-60.39
1780; 10339337.0;0.49;-61.03
1780; 10340466.0;0.5;-62.37
1780; 10341595.0;0.46;-62.22
1780; 10342725.0;0.51;-61.07
1780; 10343854.0;0.46;-60.5
1780; 10344985.0;0.5;-62.11
1780; 10346114.0;0.47;-60.99
1780; 10347243.0;0.48;-61.03
1780; 10348372.0;0.46;-62.58
1780; 10349501.0;0.51;-62.73
1780; 10350632.0;0.48;-61.49
1780; 10351761.0;0.47;-62.51
1780; 10352890.0;0.46;-64.45
1780; 10354019.0;0.46;-61.61
1780; 10355148.0;0.53;-61.12
1780; 10356277.0;0.49;-63.03
1780; 10357406.0;0.46;-62.47
1780; 10358535.0;0.5;-59.68
1780; 10359664.0;0.5;-60.42
1780; 10360793.0;0.46;-64.24
1780; 10361922.0;0.49;-62.5
1780; 10363051.0;0.5;-62.88
1780; 10364180.0;0.47;-60.0
1780; 10365309.0;0.48;-61.87
1780; 10366438.0;0.48;-61.17
1780; 10367567.0;0.51;-61.24
1780; 10368696.0;0.49;-62.12
1780; 10369825.0;0.5;-60.23
1780; 10370954.0;0.47;-61.4
1780; 10372083.0;0.47;-62.73
1780; 10373212.0;0.5;-62.33
1780; 10374341.0;0.49;-62.46
1780; 10375470.0;0.45;-62.8
1780; 10376599.0;0.5;-62.93
1780; 10377728.0;0.5;-61.47
1780; 10378857.0;0.49;-61.83
1780; 10379986.0;0.48;-62.35
1780; 10381115.0;0.46;-62.28
1780; 10382244.0;0.5;-62.35
1780; 10383373.0;0.49;-61.47
1780; 10384502.0;0.49;-62.32
1780; 10385631.0;0.49;-59.29
1780; 10386760.0;0.47;-61.65
1780; 10387891.0;0.49;-62.61
1780; 10389020.0;0.49;-63.06
1780; 10390149.0;0.44;-61.26
1780; 10391278.0;0.46;-63.49
1780; 10392407.0;0.47;-59.96
1780; 10393536.0;0.47;-63.63
1780; 10394666.0;0.45;-62.81
1780; 10395795.0;0.46;-61.16
1780; 10396924.0;0.47;-61.22
1780; 10398053.0;0.47;-62.13
1780; 10399182.0;0.48;-62.0
1780; 10400311.0;0.47;-61.8
1780; 10401440.0;0.47;-62.4
1780; 10402569.0;0.47;-61.48
1780; 10403698.0;0.46;-61.69
1780; 10404827.0;0.47;-62.41
1780; 10405956.0;0.46;-62.32
1780; 10407085.0;0.52;-61.93
1780; 10408214.0;0.48;-62.47
1780; 10409343.0;0.47;-61.92
1780; 10410472.0;0.5;-62.52
1780; 10411601.0;0.46;-63.24
1780; 10412730.0;0.48;-61.15
1780; 10413859.0;0.49;-61.52
1780; 10414988.0;0.51;-61.04
1780; 10416117.0;0.46;-63.34
1780; 10417246.0;0.44;-62.78
1780; 10418375.0;0.49;-61.23
1780; 10419504.0;0.49;-60.51
1780; 10420633.0;0.5;-61.69
1780; 10421762.0;0.47;-62.19
1780; 10422891.0;0.48;-62.63
1780; 10424020.0;0.44;-63.22
1780; 10425149.0;0.5;-63.57
1780; 10426278.0;0.51;-61.95
1780; 10427407.0;0.51;-62.26
1780; 10428537.0;0.47;-61.06
1780; 10429666.0;0.52;-62.85
1780; 10430797.0;0.52;-60.74
1780; 10431926.0;0.46;-61.67
1780; 10433055.0;0.53;-63.32
1780; 10434184.0;0.47;-61.17
1780; 10435313.0;0.47;-60.92
1780; 10436442.0;0.47;-63.69
1780; 10437571.0;0.49;-60.68
1780; 10438700.0;0.49;-60.05
1780; 10439829.0;0.5;-62.62
1780; 10440959.0;0.48;-60.97
1780; 10442088.0;0.52;-60.44
1780; 10443218.0;0.52;-60.12
1780; 10444347.0;0.5;-61.55
1780; 10445476.0;0.46;-63.43
1780; 10446605.0;0.48;-60.93
1780; 10447734.0;0.53;-62.75
1780; 10448863.0;0.49;-61.97
1780; 10449992.0;0.48;-61.75
1780; 10451121.0;0.46;-62.81
1780; 10452250.0;0.47;-61.72
1780; 10453379.0;0.44;-62.28
1780; 10454508.0;0.47;-63.01
1780; 10455637.0;0.48;-62.24
1780; 10456766.0;0.46;-61.08
1780; 10457895.0;0.49;-63.35
1780; 10459024.0;0.46;-60.9
1780; 10460153.0;0.49;-60.62
1780; 10461282.0;0.51;-62.64
1780; 10462411.0;0.48;-62.66
1780; 10463540.0;0.49;-63.02
1780; 10464669.0;0.48;-60.75
1780; 10465798.0;0.44;-62.48
1780; 10466927.0;0.51;-61.42
1780; 10468056.0;0.51;-61.84
1780; 10469185.0;0.51;-61.61
1780; 10470314.0;0.46;-61.37
1780; 10471443.0;0.49;-62.8
1780; 10472572.0;0.48;-61.96
1780; 10473703.0;0.49;-59.73
1780; 10474832.0;0.48;-62.88
1780; 10475961.0;0.51;-61.93
1780; 10477090.0;0.5;-60.11
1780; 10478219.0;0.46;-61.94
1780; 10479349.0;0.51;-61.84
1780; 10480479.0;0.49;-59.87
1780; 10481608.0;0.48;-63.07
1780; 10482737.0;0.46;-61.69
1780; 10483866.0;0.46;-63.17
1780; 10484996.0;0.46;-62.34
1780; 10486125.0;0.48;-60.18
1780; 10487254.0;0.47;-60.92
1780; 10488383.0;0.5;-60.5
1780; 10489512.0;0.51;-60.32
1780; 10490641.0;0.5;-63.13
1780; 10491770.0;0.45;-60.63
1780; 10492899.0;0.46;-59.04
1780; 10494028.0;0.48;-60.57
1780; 10495157.0;0.49;-61.66
1780; 10496286.0;0.46;-62.43
1780; 10497415.0;0.48;-62.51
1780; 10498544.0;0.47;-59.68
1780; 10499673.0;0.49;-60.14
1780; 10500802.0;0.5;-59.37
1780; 10501931.0;0.5;-60.26
1780; 10503060.0;0.48;-61.6
1780; 10504189.0;0.48;-61.33
1780; 10505318.0;0.49;-62.13
1780; 10506447.0;0.5;-60.91
1780; 10507576.0;0.47;-59.98
1780; 10508705.0;0.48;-59.95
1780; 10509834.0;0.51;-61.58
1780; 10510963.0;0.51;-59.5
1780; 10512092.0;0.47;-61.65
1780; 10513221.0;0.48;-61.4
1780; 10514350.0;0.48;-62.48
1780; 10515479.0;0.49;-59.75
1780; 10516609.0;0.52;-59.69
1780; 10517738.0;0.45;-62.57
1780; 10518867.0;0.47;-60.2
1780; 10519996.0;0.51;-59.45
1780; 10521125.0;0.47;-62.22
1780; 10522255.0;0.49;-61.65
1780; 10523384.0;0.52;-61.27
1780; 10524514.0;0.47;-62.07
1780; 10525644.0;0.47;-62.57
1780; 10526773.0;0.5;-60.3
1780; 10527902.0;0.48;-60.77
1780; 10529031.0;0.48;-62.79
1780; 10530160.0;0.48;-61.1
1780; 10531289.0;0.51;-61.57
1780; 10532418.0;0.47;-61.22
1780; 10533547.0;0.48;-61.43
1780; 10534676.0;0.47;-62.26
1780; 10535805.0;0.5;-61.74
1780; 10536934.0;0.52;-61.39
1780; 10538063.0;0.47;-61.82
1780; 10539192.0;0.47;-61.71
1780; 10540321.0;0.44;-62.09
1780; 10541450.0;0.52;-62.65
1780; 10542579.0;0.46;-61.01
1780; 10543708.0;0.46;-61.17
1780; 10544837.0;0.5;-59.97
1780; 10545966.0;0.51;-60.13
1780; 10547095.0;0.48;-61.09
1780; 10548224.0;0.48;-61.62
1780; 10549353.0;0.52;-59.61
1780; 10550482.0;0.51;-62.08
1780; 10551611.0;0.47;-60.49
1780; 10552740.0;0.49;-63.55
1780; 10553869.0;0.5;-60.39
1780; 10554998.0;0.47;-61.85
1780; 10556127.0;0.47;-59.51
1780; 10557256.0;0.46;-62.87
1780; 10558385.0;0.49;-61.59
1780; 10559516.0;0.51;-62.03
1780; 10560646.0;0.45;-60.93
1780; 10561775.0;0.5;-60.69
1780; 10562904.0;0.48;-62.14
1780; 10564033.0;0.49;-62.59
1780; 10565162.0;0.47;-59.48
1780; 10566292.0;0.45;-60.96
1780; 10567421.0;0.49;-61.89
1780; 10568550.0;0.48;-61.84
1780; 10569679.0;0.49;-61.58
1780; 10570808.0;0.48;-60.98
1780; 10571937.0;0.45;-61.25
1780; 10573066.0;0.49;-61.03
1780; 10574195.0;0.5;-59.9
1780; 10575324.0;0.48;-61.67
1780; 10576453.0;0.52;-60.32
1780; 10577582.0;0.5;-62.25
1780; 10578711.0;0.5;-62.49
1780; 10579840.0;0.5;-61.41
1780; 10580969.0;0.48;-62.46
1780; 10582098.0;0.47;-63.2
1780; 10583227.0;0.5;-59.97
1780; 10584356.0;0.53;-61.61
1780; 10585485.0;0.49;-61.56
1780; 10586614.0;0.47;-61.47
1780; 10587743.0;0.51;-61.54
1780; 10588872.0;0.49;-61.96
1780; 10590001.0;0.52;-61.08
1780; 10591130.0;0.51;-61.7
1780; 10592259.0;0.52;-61.0
1780; 10593388.0;0.49;-61.84
1780; 10594517.0;0.5;-60.75
1780; 10595646.0;0.48;-61.45
1780; 10596775.0;0.47;-59.24
1780; 10597904.0;0.53;-59.58
1780; 10599034.0;0.5;-61.77
1780; 10600163.0;0.47;-61.29
1780; 10601292.0;0.46;-61.17
1780; 10602421.0;0.49;-61.45
1780; 10603550.0;0.48;-62.44
1780; 10604679.0;0.47;-62.34
1780; 10605808.0;0.52;-59.19
1780; 10606937.0;0.51;-60.89
1780; 10608067.0;0.5;-62.08
1780; 10609196.0;0.49;-61.47
1780; 10610325.0;0.46;-61.16
1780; 10611454.0;0.51;-59.94
1780; 10612583.0;0.48;-61.29
1780; 10613712.0;0.49;-61.56
1780; 10614841.0;0.46;-60.83
1780; 10615970.0;0.48;-62.24
1780; 10617099.0;0.47;-61.21
1780; 10618228.0;0.5;-61.08
1780; 10619357.0;0.49;-60.45
1780; 10620486.0;0.45;-61.75
1780; 10621615.0;0.51;-62.57
1780; 10622744.0;0.48;-61.89
1780; 10623873.0;0.48;-60.93
1780; 10625002.0;0.49;-61.72
1780; 10626131.0;0.49;-60.32
1780; 10627260.0;0.48;-61.69
1780; 10628389.0;0.46;-62.14
1780; 10629518.0;0.48;-61.51
1780; 10630647.0;0.47;-61.77
1780; 10631776.0;0.46;-63.05
1780; 10632905.0;0.46;-60.37
1780; 10634034.0;0.51;-59.37
1780; 10635163.0;0.5;-60.95
1780; 10636292.0;0.49;-61.3
1780; 10637421.0;0.48;-60.55
1780; 10638550.0;0.46;-61.04
1780; 10639679.0;0.48;-62.24
1780; 10640808.0;0.47;-61.8
1780; 10641937.0;0.5;-61.1
1780; 10643067.0;0.49;-61.05
1780; 10644196.0;0.53;-60.54
1780; 10645326.0;0.49;-59.67
1780; 10646455.0;0.51;-61.65
1780; 10647584.0;0.53;-59.97
1780; 10648713.0;0.5;-61.13
1780; 10649842.0;0.5;-60.95
1780; 10650972.0;-23.19;-61.04
1780; 10652101.0;0.52;-59.71
1780; 10653231.0;0.47;-60.86
1780; 10654360.0;0.5;-62.23
1780; 10655489.0;0.47;-60.81
1780; 10656618.0;0.49;-61.67
1780; 10657747.0;0.48;-61.26
1780; 10658876.0;0.49;-59.93
1780; 10660005.0;0.49;-60.65
1780; 10661134.0;0.49;-62.39
1780; 10662263.0;0.51;-62.04
1780; 10663392.0;0.49;-60.97
1780; 10664521.0;0.5;-61.71
1780; 10665650.0;0.46;-62.43
1780; 10666779.0;0.5;-61.79
1780; 10667908.0;0.49;-61.35
1780; 10669037.0;0.49;-60.04
1780; 10670166.0;0.5;-62.36
1780; 10671295.0;0.48;-59.91
1780; 10672424.0;0.5;-61.04
1780; 10673553.0;0.48;-61.35
1780; 10674682.0;0.49;-60.17
1780; 10675811.0;0.52;-61.76
1780; 10676940.0;0.48;-62.36
1780; 10678069.0;0.48;-60.71
1780; 10679198.0;0.49;-60.84
1780; 10680327.0;0.49;-61.39
1780; 10681456.0;0.51;-61.05
1780; 10682585.0;0.51;-60.42
1780; 10683714.0;0.5;-62.38
1780; 10684843.0;0.5;-60.81
1780; 10685972.0;0.46;-62.01
1780; 10687101.0;0.5;-59.74
1780; 10688230.0;0.48;-61.7
1780; 10689360.0;0.5;-60.83
1780; 10690490.0;0.51;-60.99
1780; 10691619.0;0.5;-61.51
1780; 10692748.0;0.5;-61.46
1780; 10693877.0;0.47;-61.65
1780; 10695006.0;0.48;-62.34
1780; 10696135.0;0.48;-61.48
1780; 10697264.0;0.51;-61.89
1780; 10698394.0;0.52;-60.41
1780; 10699523.0;0.51;-59.47
1780; 10700652.0;0.46;-60.49
1780; 10701781.0;0.45;-61.09
1780; 10702910.0;0.49;-61.86
1780; 10704039.0;0.46;-61.45
1780; 10705169.0;0.48;-61.54
1780; 10706298.0;0.48;-59.97
1780; 10707427.0;0.49;-61.42
1780; 10708556.0;0.49;-59.97
1780; 10709685.0;0.5;-60.67
1780; 10710814.0;0.49;-59.75
1780; 10711943.0;0.48;-59.74
1780; 10713072.0;0.5;-61.4
1780; 10714201.0;0.53;-61.48
1780; 10715330.0;0.46;-62.2
1780; 10716459.0;0.46;-61.44
1780; 10717588.0;0.49;-60.47
1780; 10718717.0;0.52;-60.55
1780; 10719846.0;0.5;-61.48
1780; 10720975.0;0.49;-61.1
1780; 10722104.0;0.47;-62.56
1780; 10723233.0;0.47;-60.49
1780; 10724362.0;0.5;-61.47
1780; 10725491.0;0.48;-61.52
1780; 10726620.0;0.49;-61.39
1780; 10727749.0;0.47;-61.24
1780; 10728878.0;0.48;-61.0
1780; 10730007.0;0.47;-62.04
1780; 10731138.0;0.47;-62.21
1780; 10732268.0;0.49;-61.06
1780; 10733397.0;0.46;-60.88
1780; 10734526.0;0.52;-61.16
1780; 10735655.0;0.47;-61.54
1780; 10736784.0;0.46;-60.24
1780; 10737915.0;0.46;-61.81
1780; 10739044.0;0.5;-59.99
1780; 10740173.0;0.48;-61.74
1780; 10741303.0;0.47;-61.86
1780; 10742432.0;-18.6;-60.5
1780; 10743561.0;0.48;-60.57
1780; 10744690.0;0.48;-60.97
1780; 10745819.0;0.48;-61.88
1780; 10746948.0;0.46;-61.78
1780; 10748077.0;0.5;-60.77
1780; 10749206.0;0.48;-61.85
1780; 10750335.0;0.51;-61.37
1780; 10751464.0;0.47;-60.87
1780; 10752593.0;0.46;-61.39
1780; 10753722.0;0.53;-60.66
1780; 10754851.0;0.47;-61.73
1780; 10755980.0;0.48;-60.77
1780; 10757109.0;0.49;-61.5
1780; 10758238.0;0.49;-59.89
1780; 10759367.0;0.47;-61.08
1780; 10760496.0;0.49;-62.1
1780; 10761625.0;0.5;-60.41
1780; 10762754.0;0.47;-60.52
1780; 10763883.0;0.51;-60.39
1780; 10765012.0;0.48;-60.95
1780; 10766141.0;0.48;-60.53
1780; 10767270.0;0.47;-60.18
1780; 10768399.0;0.49;-60.59
1780; 10769528.0;0.49;-59.82
1780; 10770658.0;0.47;-62.11
1780; 10771787.0;0.48;-60.9
1780; 10772918.0;0.49;-59.85
1780; 10774047.0;0.5;-62.28
1780; 10775176.0;0.47;-62.07
1780; 10776305.0;0.49;-62.33
1780; 10777434.0;0.5;-60.51
1780; 10778563.0;0.47;-60.33
1780; 10779692.0;0.47;-60.27
1780; 10780821.0;0.49;-61.35
1780; 10781950.0;0.52;-61.91
1780; 10783079.0;0.5;-60.97
1780; 10784208.0;0.49;-59.92
1780; 10785337.0;0.51;-58.98
1780; 10786466.0;0.48;-60.22
1780; 10787595.0;0.52;-60.99
1780; 10788724.0;0.5;-60.44
1780; 10789853.0;0.5;-60.83
1780; 10790982.0;0.49;-61.11
1780; 10792111.0;0.48;-61.16
1780; 10793240.0;0.5;-60.82
1780; 10794369.0;0.48;-61.25
1780; 10795498.0;0.49;-60.99
1780; 10796627.0;0.49;-60.5
1780; 10797756.0;-11.4;-61.08
1780; 10798885.0;0.5;-60.9
1780; 10800014.0;0.47;-61.85
1780; 10801143.0;0.51;-61.27
1780; 10802272.0;0.47;-61.75
1780; 10803401.0;0.46;-62.51
1780; 10804530.0;0.5;-58.95
1780; 10805659.0;0.48;-61.07
1780; 10806788.0;0.51;-59.61
1780; 10807917.0;0.48;-60.34
1780; 10809046.0;0.46;-61.65
1780; 10810175.0;0.49;-60.22
1780; 10811304.0;0.49;-59.68
1780; 10812433.0;0.49;-61.41
1780; 10813562.0;0.5;-60.93
1780; 10814691.0;0.49;-61.13
1780; 10815820.0;0.51;-61.3
1780; 10816950.0;0.51;-61.48
1780; 10818079.0;0.46;-62.2
1780; 10819208.0;0.46;-61.55
1780; 10820337.0;0.52;-61.34
1780; 10821466.0;0.51;-60.49
1780; 10822595.0;0.47;-59.31
1780; 10823724.0;0.48;-61.93
1780; 10824853.0;0.49;-60.8
1780; 10825982.0;0.5;-59.8
1780; 10827112.0;0.48;-61.25
1780; 10828241.0;0.53;-60.49
1780; 10829370.0;0.52;-60.31
1780; 10830499.0;0.49;-59.54
1780; 10831628.0;0.51;-60.96
1780; 10832757.0;0.47;-62.5
1780; 10833886.0;0.49;-59.62
1780; 10835015.0;0.5;-59.74
1780; 10836144.0;0.51;-61.95
1780; 10837273.0;0.48;-61.05
1780; 10838402.0;0.5;-60.42
1780; 10839531.0;0.51;-59.74
1780; 10840660.0;0.47;-60.68
1780; 10841789.0;0.47;-60.15
1780; 10842918.0;0.48;-60.67
1780; 10844047.0;0.5;-61.85
1780; 10845176.0;0.49;-61.6
1780; 10846305.0;0.5;-60.46
1780; 10847434.0;0.49;-60.69
1780; 10848563.0;0.46;-60.99
1780; 10849692.0;0.47;-61.71
1780; 10850821.0;0.5;-61.27
1780; 10851950.0;0.49;-60.1
1780; 10853079.0;0.49;-59.55
1780; 10854208.0;0.51;-61.43
1780; 10855338.0;0.52;-59.47
1780; 10856467.0;0.47;-61.84
1780; 10857596.0;0.47;-62.26
1780; 10858725.0;0.47;-61.4
1780; 10859856.0;0.49;-60.65
1780; 10860985.0;0.48;-61.43
1780; 10862114.0;0.52;-60.1
1780; 10863243.0;0.52;-59.45
1780; 10864373.0;0.49;-62.16
1780; 10865502.0;0.5;-60.29
1780; 10866632.0;0.52;-60.56
1780; 10867761.0;0.51;-60.65
1780; 10868890.0;0.53;-60.58
1780; 10870019.0;0.48;-61.42
1780; 10871148.0;0.46;-62.35
1780; 10872277.0;0.49;-59.92
1780; 10873406.0;0.48;-62.61
1780; 10874535.0;0.53;-60.04
1780; 10875664.0;0.49;-61.08
1780; 10876793.0;0.46;-59.66
1780; 10877922.0;0.5;-60.08
1780; 10879052.0;0.47;-62.4
1780; 10880181.0;0.48;-61.15
1780; 10881310.0;0.47;-60.99
1780; 10882439.0;0.47;-60.13
1780; 10883569.0;0.49;-60.97
1780; 10884698.0;0.47;-60.33
1780; 10885827.0;0.49;-60.81
1780; 10886956.0;0.5;-58.22
1780; 10888085.0;0.49;-60.66
1780; 10889214.0;0.51;-61.31
1780; 10890343.0;0.51;-59.24
1780; 10891472.0;0.47;-61.04
1780; 10892601.0;0.49;-60.42
1780; 10893730.0;0.5;-61.3
1780; 10894859.0;0.46;-62.04
1780; 10895988.0;0.5;-60.54
1780; 10897117.0;0.48;-61.55
1780; 10898246.0;0.5;-61.53
1780; 10899376.0;0.45;-62.36
1780; 10900505.0;0.47;-60.59
1780; 10901635.0;0.47;-62.19
1780; 10902764.0;0.47;-61.5
1780; 10903893.0;0.47;-61.05
1780; 10905022.0;0.48;-61.59
1780; 10906152.0;0.49;-61.85
1780; 10907282.0;0.52;-61.49
1780; 10908411.0;0.49;-60.13
1780; 10909540.0;0.5;-59.99
1780; 10910669.0;0.49;-61.97
1780; 10911798.0;0.5;-60.05
1780; 10912927.0;0.49;-61.19
1780; 10914056.0;0.51;-61.08
1780; 10915185.0;0.48;-59.74
1780; 10916314.0;0.49;-59.34
1780; 10917443.0;0.49;-61.72
1780; 10918572.0;0.48;-60.67
1780; 10919701.0;0.51;-59.65
1780; 10920830.0;0.49;-59.22
1780; 10921959.0;0.5;-60.72
1780; 10923088.0;0.5;-61.78
1780; 10924217.0;0.46;-61.69
1780; 10925346.0;0.5;-60.9
1780; 10926475.0;0.5;-61.88
1780; 10927604.0;0.5;-59.87
1780; 10928733.0;0.51;-61.95
1780; 10929862.0;0.53;-60.74
1780; 10930991.0;0.49;-60.89
1780; 10932120.0;0.52;-61.76
1780; 10933250.0;0.5;-61.04
1780; 10934379.0;0.49;-62.35
1780; 10935508.0;0.5;-60.58
1780; 10936637.0;0.48;-60.55
1780; 10937766.0;0.49;-60.46
1780; 10938895.0;0.5;-61.79
1780; 10940024.0;0.47;-61.11
1780; 10941153.0;0.51;-61.81
1780; 10942282.0;0.52;-60.83
1780; 10943411.0;0.46;-61.94
1780; 10944541.0;0.49;-59.17
1780; 10945670.0;0.48;-61.0
1780; 10946799.0;0.48;-59.35
1780; 10947928.0;0.49;-61.12
1780; 10949057.0;0.47;-61.07
1780; 10950186.0;0.48;-60.3
1780; 10951316.0;0.5;-59.78
1780; 10952445.0;0.47;-61.3
1780; 10953574.0;0.51;-60.99
1780; 10954703.0;0.52;-61.82
1780; 10955832.0;0.48;-60.81
1780; 10956961.0;0.5;-62.04
1780; 10958090.0;0.5;-60.26
1780; 10959219.0;0.46;-62.29
1780; 10960348.0;0.5;-62.02
1780; 10961477.0;0.51;-59.28
1780; 10962606.0;0.49;-59.05
1780; 10963735.0;0.51;-61.33
1780; 10964864.0;0.51;-59.43
1780; 10965993.0;0.47;-60.48
1780; 10967122.0;0.48;-61.18
1780; 10968251.0;0.5;-61.57
1780; 10969380.0;0.49;-60.65
1780; 10970509.0;0.49;-61.87
1780; 10971638.0;0.49;-61.64
1780; 10972767.0;0.5;-60.63
1780; 10973896.0;0.48;-62.59
1780; 10975025.0;0.48;-61.44
1780; 10976154.0;0.52;-59.87
1780; 10977283.0;0.47;-59.84
1780; 10978412.0;0.46;-62.22
1780; 10979541.0;0.48;-60.64
1780; 10980670.0;0.49;-61.96
1780; 10981799.0;0.47;-60.69
1780; 10982928.0;0.47;-61.27
1780; 10984057.0;0.5;-61.31
1780; 10985186.0;0.49;-60.04
1780; 10986316.0;0.46;-60.46
1780; 10987446.0;0.49;-61.49
1780; 10988575.0;0.47;-61.63
1780; 10989704.0;0.49;-61.18
1780; 10990833.0;0.49;-61.89
1780; 10991962.0;0.49;-61.23
1780; 10993091.0;0.51;-60.55
1780; 10994220.0;0.5;-60.78
1780; 10995349.0;0.5;-61.62
1780; 10996479.0;0.47;-60.24
1780; 10997609.0;0.49;-62.76
1780; 10998738.0;0.47;-61.25
1780; 10999867.0;0.49;-59.19
1780; 11000996.0;0.5;-59.82
1780; 11002125.0;0.5;-61.93
1780; 11003254.0;0.51;-60.64
1780; 11004383.0;0.48;-61.28
1780; 11005512.0;0.49;-60.04
1780; 11006641.0;0.48;-59.48
1780; 11007770.0;0.52;-60.84
1780; 11008899.0;0.49;-60.18
1780; 11010028.0;0.5;-59.91
1780; 11011157.0;0.49;-62.61
1780; 11012286.0;0.49;-61.46
1780; 11013415.0;0.46;-62.24
1780; 11014544.0;0.51;-61.75
1780; 11015673.0;0.47;-61.92
1780; 11016802.0;0.5;-61.16
1780; 11017931.0;0.48;-61.66
1780; 11019060.0;0.51;-61.47
1780; 11020189.0;0.48;-60.19
1780; 11021318.0;0.47;-59.93
1780; 11022447.0;0.5;-58.69
1780; 11023576.0;0.51;-59.6
1780; 11024705.0;0.48;-60.8
1780; 11025834.0;0.49;-61.02
1780; 11026963.0;0.48;-61.67
1780; 11028092.0;0.51;-61.89
1780; 11029221.0;0.49;-60.31
1780; 11030350.0;0.49;-61.15
1780; 11031480.0;0.48;-60.78
1780; 11032609.0;0.48;-60.51
1780; 11033738.0;0.47;-61.12
1780; 11034867.0;0.51;-60.14
1780; 11035996.0;0.48;-61.74
1780; 11037125.0;0.5;-62.4
1780; 11038254.0;0.47;-61.21
1780; 11039383.0;0.49;-61.12
1780; 11040512.0;0.47;-61.57
1780; 11041641.0;0.49;-60.78
1780; 11042770.0;0.5;-61.03
1780; 11043899.0;0.5;-61.81
1780; 11045028.0;0.47;-60.95
1780; 11046157.0;0.51;-61.9
1780; 11047286.0;0.5;-59.67
1780; 11048415.0;0.5;-61.0
1780; 11049544.0;0.49;-60.22
1780; 11050673.0;0.48;-62.56
1780; 11051802.0;0.51;-60.84
1780; 11052931.0;0.48;-60.56
1780; 11054060.0;0.5;-59.59
1780; 11055189.0;0.51;-59.14
1780; 11056318.0;0.52;-61.55
1780; 11057447.0;0.47;-61.49
1780; 11058576.0;0.47;-61.17
1780; 11059705.0;0.51;-61.26
1780; 11060834.0;0.51;-60.34
1780; 11061963.0;0.49;-60.85
1780; 11063092.0;0.47;-61.84
1780; 11064221.0;0.48;-61.5
1780; 11065350.0;0.51;-61.12
1780; 11066479.0;0.47;-61.93
1780; 11067608.0;0.49;-61.56
