Num of Anchor; Time [ms]; Data Anchor; dbm
1780 ; 261448.0;0.37;-59.24
1780 ; 262577.0;0.4;-60.46
1780 ; 263706.0;0.41;-60.76
1780 ; 264835.0;0.4;-60.03
1780 ; 265964.0;0.37;-59.59
1780 ; 267093.0;0.35;-60.21
1780 ; 268222.0;0.41;-57.45
1780 ; 269351.0;0.38;-60.13
1780 ; 270480.0;0.36;-59.74
1780 ; 271609.0;0.39;-59.66
1780 ; 272738.0;0.33;-59.99
1780 ; 273867.0;0.33;-59.88
1780 ; 274996.0;0.38;-59.34
1780 ; 276125.0;0.3;-60.33
1780 ; 277254.0;0.3;-58.27
1780 ; 278383.0;0.41;-58.42
1780 ; 279512.0;0.46;-60.54
1780 ; 280641.0;0.39;-57.75
1780 ; 281770.0;0.44;-60.23
1780 ; 282899.0;0.33;-60.87
1780 ; 284028.0;0.4;-60.57
1780 ; 285157.0;0.35;-60.32
1780 ; 286286.0;0.45;-60.25
1780 ; 287415.0;0.42;-58.59
1780 ; 288544.0;0.43;-59.05
1780 ; 289673.0;0.38;-58.63
1780 ; 290802.0;0.37;-56.91
1780 ; 291931.0;0.42;-59.79
1780 ; 293061.0;0.33;-57.71
1780 ; 294190.0;0.43;-60.22
1780 ; 295318.0;0.41;-58.65
1780 ; 296447.0;0.43;-59.98
1780 ; 297576.0;0.45;-60.37
1780 ; 298705.0;0.42;-60.25
1780 ; 299834.0;0.38;-57.81
1780 ; 300963.0;0.47;-60.47
1780 ; 302092.0;0.42;-59.06
1780 ; 303221.0;0.44;-60.07
1780 ; 304350.0;0.41;-59.19
1780 ; 305479.0;0.39;-60.37
1780 ; 306608.0;0.36;-60.56
1780 ; 307737.0;0.39;-59.17
1780 ; 308866.0;0.44;-59.69
1780 ; 309995.0;0.38;-60.1
1780 ; 311124.0;0.32;-59.38
1780 ; 312253.0;0.38;-60.5
1780 ; 313382.0;0.37;-60.31
1780 ; 314511.0;0.37;-60.06
1780 ; 315640.0;0.4;-59.69
1780 ; 316769.0;0.41;-61.08
1780 ; 317898.0;0.42;-59.53
1780 ; 319027.0;0.43;-57.66
1780 ; 320156.0;0.39;-58.39
1780 ; 321285.0;0.39;-59.52
1780 ; 322414.0;0.41;-58.24
1780 ; 323543.0;0.42;-60.54
1780 ; 324672.0;0.4;-59.36
1780 ; 325801.0;0.48;-60.49
1780 ; 326930.0;0.43;-59.47
1780 ; 328059.0;0.37;-59.49
1780 ; 329188.0;0.43;-60.96
1780 ; 330317.0;0.4;-60.12
1780 ; 331446.0;0.41;-60.8
1780 ; 332575.0;0.37;-57.79
1780 ; 333705.0;0.37;-58.59
1780 ; 334833.0;0.38;-60.57
1780 ; 335963.0;0.43;-59.99
1780 ; 337091.0;0.4;-60.3
1780 ; 338221.0;0.42;-59.74
1780 ; 339349.0;0.46;-59.66
1780 ; 340479.0;0.38;-60.82
1780 ; 341607.0;0.43;-58.23
1780 ; 342736.0;0.41;-60.6
1780 ; 343865.0;0.38;-60.32
1780 ; 344994.0;0.4;-60.15
1780 ; 346123.0;0.38;-60.62
1780 ; 347252.0;0.37;-60.68
1780 ; 348381.0;0.36;-58.84
1780 ; 349510.0;0.38;-58.67
1780 ; 350639.0;0.31;-59.15
1780 ; 351768.0;0.38;-57.75
1780 ; 352897.0;0.36;-57.92
1780 ; 354026.0;0.36;-59.1
1780 ; 355155.0;0.38;-58.63
1780 ; 356284.0;0.39;-60.27
1780 ; 357413.0;0.45;-59.25
1780 ; 358542.0;0.35;-60.62
1780 ; 359671.0;0.35;-59.22
1780 ; 360800.0;0.37;-59.27
1780 ; 361929.0;0.34;-57.57
1780 ; 363058.0;0.38;-59.43
1780 ; 364187.0;0.41;-60.5
1780 ; 365316.0;0.44;-60.58
1780 ; 366445.0;0.39;-58.93
1780 ; 367574.0;0.32;-61.1
1780 ; 368703.0;0.44;-59.37
1780 ; 369832.0;0.34;-59.16
1780 ; 370961.0;0.42;-57.96
1780 ; 372091.0;0.34;-58.63
1780 ; 373219.0;0.44;-59.37
1780 ; 374348.0;0.37;-58.35
1780 ; 375478.0;0.39;-58.46
1780 ; 376607.0;0.42;-59.59
1780 ; 377735.0;0.38;-60.43
1780 ; 378864.0;0.42;-61.08
1780 ; 379993.0;0.38;-59.6
1780 ; 381122.0;0.39;-59.67
1780 ; 382251.0;0.38;-60.06
1780 ; 383380.0;0.48;-60.29
1780 ; 384509.0;0.34;-59.72
1780 ; 385638.0;0.46;-59.87
1780 ; 386767.0;0.4;-59.43
1780 ; 387896.0;0.37;-58.74
1780 ; 389025.0;0.36;-59.55
1780 ; 390154.0;0.46;-60.0
1780 ; 391283.0;0.39;-59.4
1780 ; 392412.0;0.33;-60.7
1780 ; 393541.0;0.43;-59.61
1780 ; 394670.0;0.37;-60.41
1780 ; 395799.0;0.45;-59.65
1780 ; 396928.0;0.42;-59.78
1780 ; 398057.0;0.41;-60.79
1780 ; 399186.0;0.39;-58.54
1780 ; 400315.0;0.42;-59.61
1780 ; 401444.0;0.39;-58.96
1780 ; 402573.0;0.38;-60.13
1780 ; 403702.0;0.39;-60.14
1780 ; 404831.0;0.36;-59.41
1780 ; 405960.0;0.39;-58.49
1780 ; 407089.0;0.42;-60.54
1780 ; 408218.0;0.37;-58.89
1780 ; 409347.0;0.45;-60.17
1780 ; 410476.0;0.4;-58.19
1780 ; 411605.0;0.32;-58.22
1780 ; 412734.0;0.31;-60.08
1780 ; 413863.0;0.4;-59.17
1780 ; 414992.0;0.38;-60.15
1780 ; 416121.0;0.37;-60.62
1780 ; 417251.0;0.35;-60.44
1780 ; 418379.0;0.46;-60.0
1780 ; 419508.0;0.38;-60.44
1780 ; 420637.0;0.46;-59.5
1780 ; 421766.0;0.35;-59.14
1780 ; 422895.0;0.33;-60.68
1780 ; 424024.0;0.42;-60.16
1780 ; 425153.0;0.44;-59.76
1780 ; 426282.0;0.42;-59.46
1780 ; 427412.0;0.38;-61.12
1780 ; 428540.0;0.44;-57.24
1780 ; 429669.0;0.47;-60.47
1780 ; 430798.0;0.45;-60.93
1780 ; 431927.0;0.41;-60.23
1780 ; 433056.0;0.34;-59.28
1780 ; 434185.0;0.38;-58.21
1780 ; 435314.0;0.4;-58.22
1780 ; 436443.0;0.37;-60.3
1780 ; 437572.0;0.4;-60.77
1780 ; 438701.0;0.4;-60.33
1780 ; 439830.0;0.37;-59.44
1780 ; 440959.0;0.35;-57.67
1780 ; 442088.0;0.36;-59.46
1780 ; 443217.0;0.4;-59.54
1780 ; 444346.0;0.37;-58.48
1780 ; 445475.0;0.48;-59.76
1780 ; 446604.0;0.34;-59.28
1780 ; 447733.0;0.39;-58.53
1780 ; 448862.0;0.38;-58.24
1780 ; 449991.0;0.44;-58.13
1780 ; 451120.0;0.37;-58.26
1780 ; 452249.0;0.39;-59.88
1780 ; 453378.0;0.45;-60.27
1780 ; 454507.0;0.42;-59.07
1780 ; 455636.0;0.37;-58.81
1780 ; 456765.0;0.38;-59.29
1780 ; 457894.0;0.39;-60.54
1780 ; 459023.0;0.36;-59.86
1780 ; 460152.0;0.33;-59.45
1780 ; 461281.0;0.37;-60.42
1780 ; 462410.0;0.43;-59.64
1780 ; 463539.0;0.4;-60.53
1780 ; 464668.0;0.46;-58.25
1780 ; 465797.0;0.38;-58.03
1780 ; 466927.0;0.38;-60.01
1780 ; 468055.0;0.46;-56.9
1780 ; 469185.0;0.36;-60.34
1780 ; 470313.0;0.37;-58.43
1780 ; 471442.0;0.35;-59.15
1780 ; 472571.0;0.41;-60.54
1780 ; 473700.0;0.39;-58.31
1780 ; 474829.0;0.42;-58.62
1780 ; 475959.0;0.4;-60.14
1780 ; 477087.0;0.33;-57.69
1780 ; 478216.0;0.41;-60.73
1780 ; 479345.0;0.43;-59.65
1780 ; 480474.0;0.35;-60.61
1780 ; 481603.0;0.34;-59.68
1780 ; 482732.0;0.37;-59.31
1780 ; 483861.0;0.41;-60.49
1780 ; 484990.0;0.32;-60.7
1780 ; 486119.0;0.4;-59.26
1780 ; 487248.0;0.38;-58.54
1780 ; 488377.0;0.41;-60.27
1780 ; 489506.0;0.39;-60.64
1780 ; 490635.0;0.37;-59.22
1780 ; 491764.0;0.4;-58.05
1780 ; 492893.0;0.44;-58.22
1780 ; 494022.0;0.41;-58.79
1780 ; 495151.0;0.42;-58.68
1780 ; 496280.0;0.38;-57.77
1780 ; 497409.0;0.42;-60.07
1780 ; 498538.0;0.41;-58.09
1780 ; 499667.0;0.37;-57.81
1780 ; 500796.0;0.48;-60.51
1780 ; 501925.0;0.39;-60.41
1780 ; 503054.0;0.39;-60.11
1780 ; 504183.0;0.42;-58.38
1780 ; 505313.0;0.39;-59.48
1780 ; 506441.0;0.42;-59.39
1780 ; 507570.0;0.42;-60.12
1780 ; 508699.0;0.36;-59.28
1780 ; 509828.0;0.34;-58.87
1780 ; 510957.0;0.44;-58.4
1780 ; 512086.0;0.42;-59.64
1780 ; 513215.0;0.42;-58.55
1780 ; 514344.0;0.44;-60.19
1780 ; 515474.0;0.39;-60.53
1780 ; 516603.0;0.38;-58.09
1780 ; 517731.0;0.43;-60.19
1780 ; 518860.0;0.41;-58.86
1780 ; 519989.0;0.46;-60.1
1780 ; 521118.0;0.44;-58.3
1780 ; 522247.0;0.37;-59.79
1780 ; 523376.0;0.42;-58.83
1780 ; 524505.0;0.44;-59.63
1780 ; 525634.0;0.35;-60.84
1780 ; 526763.0;0.44;-57.78
1780 ; 527892.0;0.41;-60.42
1780 ; 529021.0;0.42;-60.03
1780 ; 530150.0;0.49;-59.48
1780 ; 531279.0;0.38;-59.01
1780 ; 532408.0;0.36;-58.63
1780 ; 533537.0;0.41;-60.53
1780 ; 534666.0;0.32;-58.41
1780 ; 535795.0;0.38;-57.06
1780 ; 536924.0;0.37;-57.72
1780 ; 538053.0;0.42;-57.72
1780 ; 539182.0;0.38;-61.12
1780 ; 540311.0;0.38;-58.66
1780 ; 541440.0;0.47;-58.12
1780 ; 542569.0;0.37;-59.4
1780 ; 543698.0;0.36;-59.99
1780 ; 544827.0;0.41;-60.37
1780 ; 545956.0;0.4;-58.95
1780 ; 547085.0;0.44;-58.01
1780 ; 548214.0;0.39;-58.08
1780 ; 549343.0;0.4;-60.17
1780 ; 550473.0;0.41;-60.38
1780 ; 551603.0;0.35;-58.53
1780 ; 552731.0;0.39;-58.87
1780 ; 553860.0;0.43;-59.8
1780 ; 554989.0;0.38;-59.35
1780 ; 556118.0;0.43;-60.84
1780 ; 557247.0;0.4;-56.96
1780 ; 558376.0;0.43;-59.23
1780 ; 559505.0;0.44;-57.36
1780 ; 560634.0;0.38;-60.1
1780 ; 561763.0;0.35;-57.53
1780 ; 562892.0;0.35;-59.92
1780 ; 564021.0;0.34;-59.68
1780 ; 565150.0;0.38;-60.18
1780 ; 566279.0;0.4;-58.59
1780 ; 567408.0;0.43;-59.38
1780 ; 568537.0;0.44;-58.79
1780 ; 569666.0;0.42;-60.77
1780 ; 570795.0;0.45;-60.17
1780 ; 571924.0;0.38;-57.47
1780 ; 573053.0;0.4;-58.91
1780 ; 574182.0;0.4;-58.36
1780 ; 575311.0;0.42;-60.13
1780 ; 576440.0;0.39;-59.0
1780 ; 577569.0;0.45;-57.78
1780 ; 578698.0;0.43;-60.69
1780 ; 579827.0;0.37;-58.96
1780 ; 580956.0;0.47;-59.62
1780 ; 582085.0;0.35;-59.9
1780 ; 583214.0;0.46;-59.86
1780 ; 584343.0;0.43;-57.81
1780 ; 585472.0;0.45;-59.15
1780 ; 586601.0;0.38;-59.57
1780 ; 587730.0;0.38;-59.27
1780 ; 588859.0;0.42;-57.41
1780 ; 589988.0;0.37;-58.71
1780 ; 591117.0;0.38;-59.24
1780 ; 592246.0;0.38;-58.64
1780 ; 593375.0;0.39;-59.49
1780 ; 594504.0;0.39;-58.11
1780 ; 595633.0;0.34;-57.67
1780 ; 596762.0;0.42;-59.61
1780 ; 597891.0;0.35;-58.25
1780 ; 599020.0;0.43;-58.88
1780 ; 600149.0;0.38;-57.08
1780 ; 601278.0;0.47;-58.86
1780 ; 602408.0;0.39;-59.94
1780 ; 603536.0;0.4;-58.09
1780 ; 604665.0;0.38;-58.29
1780 ; 605794.0;0.43;-56.24
1780 ; 606923.0;0.37;-59.43
1780 ; 608052.0;0.41;-59.62
1780 ; 609181.0;0.41;-58.33
1780 ; 610310.0;0.41;-60.26
1780 ; 611439.0;0.45;-59.54
1780 ; 612568.0;0.36;-60.34
1780 ; 613697.0;0.37;-60.33
1780 ; 614826.0;0.43;-58.57
1780 ; 615955.0;0.45;-58.41
1780 ; 617084.0;0.4;-58.91
1780 ; 618213.0;0.42;-57.81
1780 ; 619342.0;0.38;-59.99
1780 ; 620471.0;0.4;-58.97
1780 ; 621600.0;0.41;-59.46
1780 ; 622729.0;0.39;-59.51
1780 ; 623858.0;0.4;-60.99
1780 ; 624987.0;0.49;-59.31
1780 ; 626116.0;0.39;-58.59
1780 ; 627245.0;0.39;-58.97
1780 ; 628374.0;0.43;-59.11
1780 ; 629503.0;0.36;-59.36
1780 ; 630632.0;0.42;-60.39
1780 ; 631761.0;0.39;-57.16
1780 ; 632890.0;0.39;-57.93
1780 ; 634019.0;0.36;-58.41
1780 ; 635148.0;0.39;-60.07
1780 ; 636277.0;0.38;-60.25
1780 ; 637406.0;0.36;-59.64
1780 ; 638536.0;0.36;-59.64
1780 ; 639664.0;0.35;-59.7
1780 ; 640793.0;0.42;-60.07
1780 ; 641922.0;0.46;-58.23
1780 ; 643051.0;0.38;-60.28
1780 ; 644180.0;0.36;-60.13
1780 ; 645310.0;0.38;-59.06
1780 ; 646438.0;0.41;-60.29
1780 ; 647567.0;0.35;-57.48
1780 ; 648696.0;0.43;-59.81
1780 ; 649826.0;0.35;-60.35
1780 ; 650954.0;0.37;-59.37
1780 ; 652083.0;0.46;-59.19
1780 ; 653212.0;0.38;-60.0
1780 ; 654341.0;0.45;-59.46
1780 ; 655470.0;0.39;-57.74
1780 ; 656599.0;0.36;-60.65
1780 ; 657728.0;0.34;-60.29
1780 ; 658857.0;0.36;-60.66
1780 ; 659986.0;0.34;-58.65
1780 ; 661114.0;0.38;-60.85
1780 ; 662243.0;0.38;-57.86
1780 ; 663372.0;0.41;-57.84
1780 ; 664501.0;0.34;-58.79
1780 ; 665630.0;0.46;-60.09
1780 ; 666759.0;0.36;-59.76
1780 ; 667888.0;0.38;-59.68
1780 ; 669017.0;0.4;-57.83
1780 ; 670146.0;0.41;-60.19
1780 ; 671275.0;0.42;-60.56
1780 ; 672404.0;0.37;-57.95
1780 ; 673533.0;0.41;-59.5
1780 ; 674662.0;0.42;-57.86
1780 ; 675791.0;0.34;-57.56
1780 ; 676920.0;0.38;-59.87
1780 ; 678049.0;0.38;-57.44
1780 ; 679178.0;0.38;-58.65
1780 ; 680307.0;0.47;-59.77
1780 ; 681436.0;0.42;-59.79
1780 ; 682565.0;0.37;-59.66
1780 ; 683695.0;0.36;-59.8
1780 ; 684823.0;0.4;-60.55
1780 ; 685952.0;0.44;-57.17
1780 ; 687081.0;0.38;-60.48
1780 ; 688210.0;0.41;-60.65
1780 ; 689340.0;0.39;-58.58
1780 ; 690468.0;0.4;-59.89
1780 ; 691597.0;0.37;-60.68
1780 ; 692726.0;0.38;-59.98
1780 ; 693855.0;0.39;-59.09
1780 ; 694984.0;0.38;-57.46
1780 ; 696113.0;0.43;-59.36
1780 ; 697242.0;0.45;-60.34
1780 ; 698371.0;0.38;-59.33
1780 ; 699500.0;0.46;-60.11
1780 ; 700629.0;0.39;-56.54
1780 ; 701758.0;0.44;-58.91
1780 ; 702887.0;0.42;-60.11
1780 ; 704016.0;0.38;-58.53
1780 ; 705145.0;0.4;-59.63
1780 ; 706274.0;0.36;-59.13
1780 ; 707403.0;0.42;-59.9
1780 ; 708532.0;0.42;-60.31
1780 ; 709661.0;0.37;-58.77
1780 ; 710790.0;0.37;-59.78
1780 ; 711919.0;0.41;-59.09
1780 ; 713048.0;0.46;-57.23
1780 ; 714177.0;0.5;-60.42
1780 ; 715306.0;0.46;-59.68
1780 ; 716435.0;0.41;-59.93
1780 ; 717564.0;0.42;-60.15
1780 ; 718692.0;0.45;-60.84
1780 ; 719821.0;0.45;-58.01
1780 ; 720950.0;0.45;-60.82
1780 ; 722079.0;0.42;-59.2
1780 ; 723208.0;0.38;-57.67
1780 ; 724337.0;0.43;-57.19
1780 ; 725466.0;0.42;-60.28
1780 ; 726595.0;0.41;-57.53
1780 ; 727724.0;0.47;-59.21
1780 ; 728853.0;0.46;-60.14
1780 ; 729982.0;0.44;-58.75
1780 ; 731111.0;0.41;-59.69
1780 ; 732240.0;0.42;-60.28
1780 ; 733369.0;0.45;-60.75
1780 ; 734498.0;0.38;-60.13
1780 ; 735627.0;0.45;-58.8
1780 ; 736757.0;0.45;-59.59
1780 ; 737885.0;0.42;-59.64
1780 ; 739014.0;0.38;-58.31
1780 ; 740143.0;0.35;-58.84
1780 ; 741272.0;0.45;-57.76
1780 ; 742401.0;0.45;-60.49
1780 ; 743530.0;0.47;-58.4
1780 ; 744659.0;0.46;-60.4
1780 ; 745788.0;0.39;-60.07
1780 ; 746917.0;0.47;-58.82
1780 ; 748046.0;0.41;-58.49
1780 ; 749175.0;0.42;-60.39
1780 ; 750304.0;0.44;-58.63
1780 ; 751433.0;0.42;-58.48
1780 ; 752562.0;0.42;-57.51
1780 ; 753691.0;0.43;-59.83
1780 ; 754820.0;0.44;-57.73
1780 ; 755949.0;0.41;-59.67
1780 ; 757078.0;0.41;-60.83
1780 ; 758207.0;0.36;-58.82
1780 ; 759336.0;0.48;-59.93
1780 ; 760465.0;0.43;-59.34
1780 ; 761594.0;0.39;-57.88
1780 ; 762723.0;0.33;-59.25
1780 ; 763852.0;0.42;-58.76
1780 ; 764981.0;0.38;-59.14
1780 ; 766110.0;0.43;-59.72
1780 ; 767239.0;0.42;-57.84
1780 ; 768368.0;0.41;-58.81
1780 ; 769497.0;0.4;-59.96
1780 ; 770626.0;0.36;-57.99
1780 ; 771755.0;0.47;-60.26
1780 ; 772884.0;0.43;-58.41
1780 ; 774013.0;0.45;-58.61
1780 ; 775142.0;0.35;-59.41
1780 ; 776271.0;0.44;-59.07
1780 ; 777400.0;0.43;-59.74
1780 ; 778529.0;0.41;-58.42
1780 ; 779658.0;0.37;-58.65
1780 ; 780787.0;0.4;-58.0
1780 ; 781916.0;0.41;-59.98
1780 ; 783045.0;0.4;-58.51
1780 ; 784174.0;0.41;-57.66
1780 ; 785303.0;0.46;-58.55
1780 ; 786432.0;0.39;-59.83
1780 ; 787561.0;0.32;-60.12
1780 ; 788690.0;0.46;-60.19
1780 ; 789819.0;0.49;-60.6
1780 ; 790948.0;0.41;-58.48
1780 ; 792077.0;0.44;-60.29
1780 ; 793206.0;0.42;-59.38
1780 ; 794335.0;0.42;-58.33
1780 ; 795464.0;0.42;-58.17
