Num of Anchor; Time [ms]; Data Anchor
1780 ; 24803.0;0.0
1780 ; 25806.0;0.0
1780 ; 26808.0;0.74803
1780 ; 27811.0;0.95884
1780 ; 28814.0;0.95373
1780 ; 29817.0;0.94764
1780 ; 30820.0;0.92451
1780 ; 31823.0;0.95726
1780 ; 32826.0;0.95969
1780 ; 33829.0;0.98274
1780 ; 34832.0;1.11206
1780 ; 35835.0;1.10802
1780 ; 36838.0;1.04069
1780 ; 37841.0;1.11161
1780 ; 38844.0;1.00786
1780 ; 39847.0;0.92708
1780 ; 40850.0;0.94291
1780 ; 41853.0;0.91861
1780 ; 42856.0;1.13019
1780 ; 43859.0;1.04273
1780 ; 44862.0;0.99973
1780 ; 45865.0;0.93466
1780 ; 46868.0;0.96787
1780 ; 47871.0;0.96551
1780 ; 48874.0;1.04492
1780 ; 49877.0;0.89688
1780 ; 50880.0;0.91855
1780 ; 51883.0;1.04339
1780 ; 52886.0;0.99735
1780 ; 53889.0;1.00987
1780 ; 54892.0;1.10683
1780 ; 55895.0;0.98221
1780 ; 56898.0;0.97194
1780 ; 57903.0;1.07108
1780 ; 58906.0;1.07419
1780 ; 59909.0;1.04643
1780 ; 60912.0;0.93686
1780 ; 61915.0;1.07926
1780 ; 62918.0;0.91458
1780 ; 63921.0;1.0096
1780 ; 64924.0;0.8928
1780 ; 65927.0;0.96624
1780 ; 66930.0;0.95702
1780 ; 67933.0;0.96806
1780 ; 68936.0;0.99439
1780 ; 69939.0;1.04206
1780 ; 70942.0;0.92219
1780 ; 71945.0;0.91795
1780 ; 72948.0;0.94996
1780 ; 73951.0;1.07909
1780 ; 74954.0;1.0002
1780 ; 75957.0;0.86072
1780 ; 76960.0;1.01459
1780 ; 77963.0;1.07039
1780 ; 78966.0;0.93928
1780 ; 79969.0;1.02826
1780 ; 80972.0;1.06289
1780 ; 81975.0;1.11129
1780 ; 82978.0;1.00706
1780 ; 83981.0;0.9263
1780 ; 84984.0;1.04225
1780 ; 85987.0;0.83553
1780 ; 86990.0;0.95463
1780 ; 87993.0;0.9961
1780 ; 88996.0;0.96556
1780 ; 89999.0;1.04192
1780 ; 91002.0;0.92461
1780 ; 92005.0;0.98847
1780 ; 93008.0;0.9888
1780 ; 94011.0;1.01464
1780 ; 95014.0;0.99511
1780 ; 96017.0;0.85661
1780 ; 97020.0;1.06788
1780 ; 98023.0;1.0458
1780 ; 99026.0;1.10343
1780 ; 100029.0;1.03552
1780 ; 101032.0;0.9539
1780 ; 102035.0;0.82691
1780 ; 103038.0;1.02436
1780 ; 104041.0;1.10242
1780 ; 105044.0;0.96943
1780 ; 106047.0;0.89439
1780 ; 107050.0;1.12017
1780 ; 108053.0;0.91752
1780 ; 109056.0;1.03011
1780 ; 110059.0;0.99874
1780 ; 111062.0;1.03107
1780 ; 112065.0;1.04889
1780 ; 113068.0;1.02499
1780 ; 114071.0;1.02677
1780 ; 115074.0;1.04424
1780 ; 116077.0;1.0859
1780 ; 117080.0;1.07406
1780 ; 118083.0;1.0226
1780 ; 119086.0;0.96989
1780 ; 120089.0;1.10942
1780 ; 121092.0;1.08825
1780 ; 122095.0;1.1085
1780 ; 123098.0;1.03032
1780 ; 124101.0;1.05627
1780 ; 125104.0;1.18236
1780 ; 126107.0;1.18256
1780 ; 127110.0;0.93597
1780 ; 128113.0;1.09276
1780 ; 129116.0;0.99169
1780 ; 130119.0;0.84455
1780 ; 131122.0;0.92306
1780 ; 132125.0;1.01464
1780 ; 133128.0;1.10216
1780 ; 134131.0;0.88865
1780 ; 135134.0;0.95115
1780 ; 136137.0;1.00676
1780 ; 137140.0;1.00676
1780 ; 138143.0;1.00676
1780 ; 139146.0;0.95744
1780 ; 140149.0;0.90389
1780 ; 141152.0;1.06303
1780 ; 142155.0;0.94611
1780 ; 143158.0;1.12378
1780 ; 144161.0;1.06825
1780 ; 145164.0;1.05827
1780 ; 146167.0;0.8202
1780 ; 147170.0;0.82158
1780 ; 148173.0;0.9972
1780 ; 149176.0;1.06121
1780 ; 150179.0;1.11819
1780 ; 151182.0;1.06456
1780 ; 152185.0;0.97014
1780 ; 153188.0;0.96296
1780 ; 154191.0;0.998
1780 ; 155194.0;0.86634
1780 ; 156197.0;0.93178
1780 ; 157200.0;0.95066
1780 ; 158203.0;1.04806
1780 ; 159206.0;1.2683
1780 ; 160210.0;1.13459
1780 ; 161213.0;1.03668
1780 ; 162216.0;1.02537
1780 ; 163219.0;0.96036
1780 ; 164222.0;1.00191
1780 ; 165225.0;1.15429
1780 ; 166228.0;1.06158
1780 ; 167231.0;1.24276
1780 ; 168233.0;1.00744
1780 ; 169236.0;1.00768
1780 ; 170239.0;0.99401
1780 ; 171242.0;1.0209
1780 ; 172245.0;1.07398
1780 ; 173248.0;0.88589
1780 ; 174251.0;0.94015
1780 ; 175254.0;0.81115
1780 ; 176257.0;0.99959
1780 ; 177260.0;0.9856
1780 ; 178263.0;1.06703
1780 ; 179266.0;0.98025
1780 ; 180269.0;1.35557
1780 ; 181272.0;1.07572
1780 ; 182275.0;1.31333
1780 ; 183278.0;1.05465
1780 ; 184281.0;1.10355
1780 ; 185284.0;0.86043
1780 ; 186287.0;1.03835
1780 ; 187290.0;1.03378
1780 ; 188293.0;1.02723
1780 ; 189296.0;1.11974
1780 ; 190299.0;1.11974
1780 ; 191302.0;0.9476
1780 ; 192305.0;1.11009
1780 ; 193308.0;1.29183
1780 ; 194311.0;1.39786
1780 ; 195314.0;1.04775
1780 ; 196317.0;0.99032
1780 ; 197320.0;1.04138
1780 ; 198323.0;0.96054
1780 ; 199326.0;0.90968
1780 ; 200329.0;1.10199
1780 ; 201332.0;0.92902
1780 ; 202335.0;1.00532
1780 ; 203338.0;1.00476
1780 ; 204341.0;1.11128
1780 ; 205344.0;0.8804
1780 ; 206347.0;0.87409
1780 ; 207350.0;0.87549
1780 ; 208353.0;0.9876
1780 ; 209356.0;1.16109
1780 ; 210359.0;1.14812
1780 ; 211362.0;1.10947
1780 ; 212365.0;1.06007
1780 ; 213368.0;0.96283
1780 ; 214371.0;0.93345
1780 ; 215374.0;0.96754
1780 ; 216377.0;1.08368
1780 ; 217380.0;1.08965
1780 ; 218383.0;1.02263
1780 ; 219386.0;0.85238
1780 ; 220389.0;1.02325
1780 ; 221392.0;1.04233
