Num of Anchor; Time [ms]; Data Anchor
1780 ; 32365.0;0.0
1780 ; 33368.0;0.0
1780 ; 34371.0;0.42583
1780 ; 35374.0;0.44123
1780 ; 36377.0;0.46948
1780 ; 37380.0;0.47369
1780 ; 38383.0;0.49592
1780 ; 39386.0;0.44968
1780 ; 40389.0;0.44413
1780 ; 41392.0;0.46975
1780 ; 42395.0;0.47895
1780 ; 43398.0;0.47311
1780 ; 44401.0;0.45407
1780 ; 45404.0;0.45819
1780 ; 46407.0;0.45711
1780 ; 47410.0;0.46852
1780 ; 48413.0;0.4763
1780 ; 49416.0;0.46413
1780 ; 50419.0;0.47028
1780 ; 51422.0;0.48354
1780 ; 52425.0;0.47524
1780 ; 53428.0;0.46093
1780 ; 54431.0;0.46443
1780 ; 55434.0;0.46378
1780 ; 56437.0;0.46551
1780 ; 57440.0;0.46691
1780 ; 58443.0;0.47305
1780 ; 59446.0;0.47711
1780 ; 60449.0;0.47632
1780 ; 61452.0;0.45964
1780 ; 62455.0;0.46794
1780 ; 63458.0;0.4739
1780 ; 64461.0;0.46796
1780 ; 65464.0;0.47636
1780 ; 66467.0;0.47135
1780 ; 67470.0;0.45242
1780 ; 68473.0;0.47575
1780 ; 69476.0;0.4749
1780 ; 70479.0;0.44977
1780 ; 71482.0;0.46348
1780 ; 72485.0;0.47074
1780 ; 73488.0;0.47533
1780 ; 74491.0;0.46916
1780 ; 75494.0;0.4662
1780 ; 76497.0;0.47697
1780 ; 77500.0;0.45149
1780 ; 78503.0;0.46829
1780 ; 79506.0;0.4622
1780 ; 80509.0;0.4477
1780 ; 81512.0;0.46374
1780 ; 82515.0;0.47926
1780 ; 83518.0;0.47701
1780 ; 84521.0;0.47283
1780 ; 85524.0;0.46759
1780 ; 86527.0;0.46551
1780 ; 87530.0;0.46265
1780 ; 88533.0;0.47073
1780 ; 89536.0;0.47678
1780 ; 90539.0;0.46215
1780 ; 91542.0;0.46674
1780 ; 92545.0;0.44848
1780 ; 93548.0;0.46772
1780 ; 94551.0;0.46405
1780 ; 95554.0;0.47342
1780 ; 96557.0;0.46869
1780 ; 97560.0;0.46858
1780 ; 98563.0;0.46084
1780 ; 99566.0;0.47022
1780 ; 100569.0;0.47686
1780 ; 101572.0;0.47653
1780 ; 102575.0;0.46015
1780 ; 103578.0;0.45161
1780 ; 104581.0;0.46918
1780 ; 105584.0;0.47084
1780 ; 106587.0;0.45212
1780 ; 107590.0;0.48468
1780 ; 108593.0;0.48649
1780 ; 109596.0;0.46117
1780 ; 110599.0;0.46186
1780 ; 111602.0;0.45502
1780 ; 112605.0;0.46432
1780 ; 113608.0;0.46345
1780 ; 114611.0;0.46109
1780 ; 115614.0;0.47433
1780 ; 116617.0;0.44567
1780 ; 117620.0;0.47712
1780 ; 118623.0;0.4795
1780 ; 119626.0;0.4606
1780 ; 120629.0;0.4596
1780 ; 121632.0;0.47179
1780 ; 122635.0;0.47138
1780 ; 123638.0;0.48326
1780 ; 124641.0;0.4767
1780 ; 125644.0;0.47065
1780 ; 126647.0;0.46248
1780 ; 127650.0;0.45858
1780 ; 128653.0;0.47074
1780 ; 129656.0;0.45304
1780 ; 130659.0;0.46504
1780 ; 131662.0;0.46445
1780 ; 132665.0;0.46828
1780 ; 133668.0;0.47118
1780 ; 134671.0;0.47395
1780 ; 135674.0;0.46231
1780 ; 136677.0;0.46929
1780 ; 137680.0;0.45455
1780 ; 138683.0;0.47787
1780 ; 139686.0;0.47044
1780 ; 140689.0;0.46042
1780 ; 141692.0;0.47029
1780 ; 142695.0;0.46618
1780 ; 143698.0;0.47182
1780 ; 144701.0;0.46863
1780 ; 145704.0;0.46356
1780 ; 146707.0;0.46409
1780 ; 147710.0;0.47931
1780 ; 148713.0;0.48037
1780 ; 149716.0;0.47496
1780 ; 150719.0;0.4679
1780 ; 151722.0;0.47028
1780 ; 152725.0;0.46653
1780 ; 153728.0;0.46917
1780 ; 154731.0;0.47729
1780 ; 155734.0;0.46987
1780 ; 156737.0;0.45401
1780 ; 157740.0;0.4702
1780 ; 158743.0;0.46346
1780 ; 159746.0;0.47411
1780 ; 160749.0;0.45518
1780 ; 161752.0;0.46127
1780 ; 162755.0;0.46281
1780 ; 163758.0;0.46127
1780 ; 164761.0;0.45395
1780 ; 165764.0;0.45705
1780 ; 166767.0;0.47764
1780 ; 167770.0;0.4649
1780 ; 168773.0;0.46624
1780 ; 169776.0;0.45789
1780 ; 170779.0;0.46154
1780 ; 171782.0;0.47147
1780 ; 172785.0;0.45284
1780 ; 173788.0;0.47052
1780 ; 174791.0;0.4806
1780 ; 175794.0;0.46459
1780 ; 176797.0;0.47123
1780 ; 177800.0;0.47393
1780 ; 178803.0;0.46743
1780 ; 179806.0;0.47469
1780 ; 180809.0;0.4796
1780 ; 181812.0;0.46247
1780 ; 182815.0;0.46642
1780 ; 183818.0;0.45735
1780 ; 184821.0;0.46141
1780 ; 185824.0;0.46557
1780 ; 186827.0;0.46326
1780 ; 187830.0;0.46362
1780 ; 188833.0;0.44885
1780 ; 189836.0;0.47833
1780 ; 190839.0;0.46612
1780 ; 191842.0;0.46367
1780 ; 192845.0;0.47773
1780 ; 193848.0;0.48981
1780 ; 194851.0;0.47206
1780 ; 195854.0;0.46462
1780 ; 196857.0;0.46695
1780 ; 197860.0;0.45976
1780 ; 198863.0;0.47429
1780 ; 199866.0;0.46586
1780 ; 200869.0;0.47258
1780 ; 201872.0;0.47636
1780 ; 202875.0;0.45049
1780 ; 203878.0;0.45982
1780 ; 204881.0;0.46346
1780 ; 205884.0;0.47362
1780 ; 206887.0;0.47502
1780 ; 207890.0;0.47787
1780 ; 208893.0;0.45967
1780 ; 209896.0;0.46505
1780 ; 210899.0;0.47105
1780 ; 211902.0;0.47005
1780 ; 212905.0;0.46032
1780 ; 213908.0;0.46231
1780 ; 214911.0;0.45952
1780 ; 215914.0;0.46164
1780 ; 216917.0;0.47382
1780 ; 217920.0;0.45569
1780 ; 218923.0;0.4756
1780 ; 219926.0;0.46052
1780 ; 220929.0;0.46515
1780 ; 221932.0;0.46282
1780 ; 222935.0;0.46163
1780 ; 223938.0;0.45374
1780 ; 224941.0;0.45781
1780 ; 225944.0;0.47041
1780 ; 226947.0;0.46354
1780 ; 227950.0;0.47101
1780 ; 228953.0;0.46204
1780 ; 229956.0;0.46197
1780 ; 230959.0;0.47423
1780 ; 231962.0;0.46577
1780 ; 232965.0;0.46956
1780 ; 233968.0;0.46761
1780 ; 234971.0;0.48143
1780 ; 235974.0;0.45733
1780 ; 236977.0;0.46892
1780 ; 237980.0;0.4661
1780 ; 238983.0;0.4671
1780 ; 239986.0;0.46939
1780 ; 240989.0;0.47847
1780 ; 241992.0;0.47265
1780 ; 242995.0;0.47399
1780 ; 243998.0;0.4709
1780 ; 245001.0;0.46938
1780 ; 246004.0;0.46406
1780 ; 247007.0;0.46716
1780 ; 248010.0;0.46957
1780 ; 249013.0;0.45942
1780 ; 250016.0;0.4647
1780 ; 251019.0;0.47552
1780 ; 252022.0;0.45453
1780 ; 253025.0;0.46199
1780 ; 254028.0;0.45353
1780 ; 255031.0;0.46025
1780 ; 256034.0;0.4615
1780 ; 257037.0;0.47216
1780 ; 258040.0;0.45476
1780 ; 259043.0;0.45638
1780 ; 260046.0;0.45933
1780 ; 261049.0;0.45903
1780 ; 262052.0;0.45922
1780 ; 263055.0;0.46771
1780 ; 264058.0;0.47836
1780 ; 265061.0;0.47598
1780 ; 266064.0;0.45946
1780 ; 267067.0;0.46242
1780 ; 268070.0;0.45984
1780 ; 269073.0;0.47096
1780 ; 270076.0;0.46692
1780 ; 271079.0;0.461
1780 ; 272082.0;0.46032
1780 ; 273085.0;0.47062
1780 ; 274088.0;0.47002
1780 ; 275091.0;0.46898
1780 ; 276094.0;0.47023
1780 ; 277097.0;0.47468
1780 ; 278100.0;0.47102
1780 ; 279103.0;0.45792
1780 ; 280106.0;0.48549
1780 ; 281109.0;0.45268
1780 ; 282112.0;0.47041
1780 ; 283115.0;0.47638
1780 ; 284118.0;0.45378
1780 ; 285121.0;0.47348
1780 ; 286124.0;0.47712
1780 ; 287127.0;0.46477
1780 ; 288130.0;0.47666
1780 ; 289133.0;0.45642
1780 ; 290136.0;0.46055
1780 ; 291139.0;0.46913
1780 ; 292142.0;0.45589
1780 ; 293145.0;0.4639
1780 ; 294148.0;0.4606
