Num of Anchor; Time [ms]; Data Anchor
1780 ; 31367.0;0.0
1780 ; 32370.0;0.0
1780 ; 33373.0;0.43693
1780 ; 34376.0;0.44711
1780 ; 35379.0;0.4997
1780 ; 36382.0;0.47712
1780 ; 37385.0;0.4634
1780 ; 38388.0;0.46738
1780 ; 39391.0;0.5154
1780 ; 40394.0;0.46089
1780 ; 41397.0;0.44452
1780 ; 42400.0;0.49267
1780 ; 43403.0;0.47952
1780 ; 44406.0;0.47627
1780 ; 45409.0;0.4316
1780 ; 46412.0;0.49683
1780 ; 47415.0;0.50868
1780 ; 48418.0;0.51641
1780 ; 49421.0;0.46356
1780 ; 50424.0;0.45311
1780 ; 51427.0;0.47822
1780 ; 52430.0;0.44723
1780 ; 53433.0;0.49863
1780 ; 54436.0;0.4909
1780 ; 55439.0;0.51731
1780 ; 56442.0;0.45964
1780 ; 57445.0;0.46734
1780 ; 58448.0;0.46104
1780 ; 59451.0;0.45777
1780 ; 60454.0;0.51389
1780 ; 61457.0;0.50577
1780 ; 62460.0;0.50091
1780 ; 63463.0;0.48091
1780 ; 64466.0;0.48103
1780 ; 65469.0;0.5045
1780 ; 66472.0;0.46375
1780 ; 67475.0;0.45679
1780 ; 68477.0;0.47981
1780 ; 69480.0;0.47012
1780 ; 70483.0;0.45725
1780 ; 71486.0;0.4605
1780 ; 72489.0;0.48908
1780 ; 73492.0;0.49914
1780 ; 74495.0;0.51584
1780 ; 75498.0;0.49906
1780 ; 76501.0;0.49071
1780 ; 77504.0;0.48387
1780 ; 78507.0;0.49604
1780 ; 79510.0;0.47694
1780 ; 80513.0;0.47965
1780 ; 81516.0;0.47476
1780 ; 82519.0;0.4735
1780 ; 83522.0;0.46155
1780 ; 84525.0;0.48469
1780 ; 85528.0;0.46922
1780 ; 86531.0;0.49154
1780 ; 87534.0;0.45462
1780 ; 88537.0;0.47549
1780 ; 89540.0;0.47454
1780 ; 90543.0;0.49967
1780 ; 91546.0;0.47447
1780 ; 92549.0;0.47852
1780 ; 93552.0;0.50275
1780 ; 94555.0;0.47687
1780 ; 95558.0;0.48954
1780 ; 96561.0;0.49869
1780 ; 97564.0;0.49392
1780 ; 98567.0;0.47538
1780 ; 99570.0;0.47833
1780 ; 100573.0;0.48334
1780 ; 101576.0;0.47311
1780 ; 102579.0;0.49869
1780 ; 103582.0;0.46725
1780 ; 104585.0;0.46749
1780 ; 105588.0;0.47812
1780 ; 106591.0;0.49413
1780 ; 107594.0;0.46168
1780 ; 108597.0;0.47959
1780 ; 109600.0;0.47931
1780 ; 110603.0;0.47563
1780 ; 111606.0;0.4928
1780 ; 112609.0;0.47877
1780 ; 113612.0;0.48426
1780 ; 114615.0;0.47735
1780 ; 115618.0;0.48248
1780 ; 116621.0;0.49681
1780 ; 117624.0;0.49106
1780 ; 118627.0;0.50171
1780 ; 119630.0;0.50574
1780 ; 120633.0;0.5006
1780 ; 121636.0;0.48799
1780 ; 122639.0;0.49151
1780 ; 123642.0;0.50449
1780 ; 124645.0;0.48494
1780 ; 125648.0;0.47821
1780 ; 126651.0;0.50819
1780 ; 127654.0;0.474
1780 ; 128657.0;0.48753
1780 ; 129660.0;0.48235
1780 ; 130663.0;0.50049
1780 ; 131666.0;0.48212
1780 ; 132669.0;0.48207
1780 ; 133672.0;0.48396
1780 ; 134675.0;0.47959
1780 ; 135678.0;0.47678
1780 ; 136681.0;0.47231
1780 ; 137684.0;0.48042
1780 ; 138687.0;0.48659
1780 ; 139690.0;0.47345
1780 ; 140693.0;0.48783
1780 ; 141696.0;0.46602
1780 ; 142699.0;0.48543
1780 ; 143702.0;0.47357
1780 ; 144705.0;0.48481
1780 ; 145708.0;0.48206
1780 ; 146711.0;0.48871
1780 ; 147714.0;0.49481
1780 ; 148717.0;0.49716
1780 ; 149720.0;0.49067
1780 ; 150723.0;0.49006
1780 ; 151726.0;0.4871
1780 ; 152729.0;0.47477
1780 ; 153732.0;0.48081
1780 ; 154735.0;0.47448
1780 ; 155738.0;0.48227
1780 ; 156741.0;0.47371
1780 ; 157744.0;0.47048
1780 ; 158747.0;0.48854
1780 ; 159750.0;0.48194
1780 ; 160753.0;0.48095
1780 ; 161756.0;0.47858
1780 ; 162759.0;0.47851
1780 ; 163762.0;0.4779
1780 ; 164765.0;0.47046
1780 ; 165768.0;0.49082
1780 ; 166771.0;0.49398
1780 ; 167774.0;0.48081
1780 ; 168777.0;0.48644
1780 ; 169780.0;0.48212
1780 ; 170783.0;0.48561
1780 ; 171786.0;0.48508
1780 ; 172789.0;0.47767
1780 ; 173792.0;0.48311
1780 ; 174795.0;0.48565
1780 ; 175798.0;0.48052
1780 ; 176801.0;0.48859
1780 ; 177804.0;0.47624
1780 ; 178807.0;0.48338
1780 ; 179810.0;0.47869
1780 ; 180813.0;0.47336
