Num of Anchor; Time [ms]; Data Anchor
1780 ; 32367.0;0.0
1780 ; 33370.0;0.0
1780 ; 34373.0;0.4171
1780 ; 35376.0;0.51397
1780 ; 36379.0;0.48207
1780 ; 37382.0;0.45093
1780 ; 38385.0;0.5089
1780 ; 39388.0;0.44804
1780 ; 40391.0;0.46447
1780 ; 41394.0;0.45756
1780 ; 42397.0;0.46271
1780 ; 43400.0;0.50847
1780 ; 44403.0;0.50695
1780 ; 45406.0;0.44652
1780 ; 46409.0;0.46154
1780 ; 47412.0;0.50534
1780 ; 48415.0;0.48112
1780 ; 49418.0;0.46889
1780 ; 50421.0;0.44192
1780 ; 51424.0;0.47051
1780 ; 52427.0;0.47588
1780 ; 53430.0;0.48301
1780 ; 54433.0;0.46579
1780 ; 55436.0;0.474
1780 ; 56439.0;0.46291
1780 ; 57442.0;0.47004
1780 ; 58445.0;0.49253
1780 ; 59448.0;0.48383
1780 ; 60451.0;0.48088
1780 ; 61454.0;0.46863
1780 ; 62457.0;0.47668
1780 ; 63460.0;0.45054
1780 ; 64463.0;0.49091
1780 ; 65466.0;0.48316
1780 ; 66469.0;0.48441
1780 ; 67472.0;0.4599
1780 ; 68475.0;0.47604
1780 ; 69478.0;0.46457
1780 ; 70481.0;0.47164
1780 ; 71484.0;0.47076
1780 ; 72487.0;0.48386
1780 ; 73490.0;0.46999
1780 ; 74493.0;0.4682
1780 ; 75496.0;0.45538
1780 ; 76499.0;0.46171
1780 ; 77502.0;0.47069
1780 ; 78505.0;0.46933
1780 ; 79508.0;0.47687
1780 ; 80511.0;0.45992
1780 ; 81514.0;0.4786
1780 ; 82517.0;0.47397
1780 ; 83520.0;0.47835
1780 ; 84523.0;0.46754
1780 ; 85526.0;0.48193
1780 ; 86529.0;0.47041
1780 ; 87532.0;0.48205
1780 ; 88535.0;0.489
1780 ; 89538.0;0.48912
1780 ; 90541.0;0.4722
1780 ; 91544.0;0.47803
1780 ; 92547.0;0.46577
1780 ; 93550.0;0.4793
1780 ; 94553.0;0.47309
1780 ; 95556.0;0.47281
1780 ; 96559.0;0.47973
1780 ; 97562.0;0.49031
1780 ; 98565.0;0.48826
1780 ; 99568.0;0.46021
1780 ; 100571.0;0.47915
1780 ; 101574.0;0.47792
1780 ; 102577.0;0.48934
1780 ; 103580.0;0.46417
1780 ; 104583.0;0.47009
1780 ; 105586.0;0.47759
1780 ; 106589.0;0.4597
1780 ; 107592.0;0.49189
1780 ; 108595.0;0.47945
1780 ; 109598.0;0.46659
1780 ; 110601.0;0.46291
1780 ; 111604.0;0.48242
1780 ; 112607.0;0.50725
1780 ; 113610.0;0.47218
1780 ; 114613.0;0.48547
1780 ; 115616.0;0.47355
1780 ; 116619.0;0.47147
1780 ; 117622.0;0.46577
1780 ; 118625.0;0.4904
1780 ; 119628.0;0.47851
1780 ; 120631.0;0.47644
1780 ; 121634.0;0.49318
1780 ; 122637.0;0.47711
1780 ; 123640.0;0.46813
1780 ; 124643.0;0.48653
1780 ; 125646.0;0.46734
1780 ; 126649.0;0.47589
1780 ; 127652.0;0.47017
1780 ; 128655.0;0.48228
1780 ; 129658.0;0.48834
1780 ; 130661.0;0.47796
1780 ; 131664.0;0.47118
1780 ; 132667.0;0.4776
1780 ; 133670.0;0.47801
1780 ; 134673.0;0.47681
1780 ; 135676.0;0.48199
1780 ; 136679.0;0.48095
1780 ; 137682.0;0.4777
1780 ; 138685.0;0.47873
1780 ; 139688.0;0.47644
1780 ; 140691.0;0.47619
1780 ; 141694.0;0.4748
1780 ; 142697.0;0.47679
1780 ; 143700.0;0.47835
1780 ; 144703.0;0.46695
