Num of Anchor; Time [ms]; Data Anchor1780 ; 3116549.0;1.77
1780 ; 3117551.0;1.77
1780 ; 3118553.0;1.77
1780 ; 3119555.0;1.54
1780 ; 3120557.0;1.75
1780 ; 3121559.0;1.81
1780 ; 3122561.0;1.79
1780 ; 3123563.0;1.81
1780 ; 3124565.0;1.81
1780 ; 3125567.0;1.82
1780 ; 3126569.0;1.81
1780 ; 3127571.0;1.8
1780 ; 3128573.0;1.81
1780 ; 3129575.0;1.8
1780 ; 3130577.0;1.8
1780 ; 3131579.0;1.78
1780 ; 3132581.0;1.8
1780 ; 3133583.0;1.78
1780 ; 3134585.0;1.8
1780 ; 3135587.0;1.79
1780 ; 3136589.0;1.79
1780 ; 3137591.0;1.8
1780 ; 3138592.0;1.8
1780 ; 3139594.0;1.79
1780 ; 3140596.0;1.79
1780 ; 3141598.0;1.79
1780 ; 3142600.0;1.8
1780 ; 3143602.0;1.78
1780 ; 3144604.0;1.8
1780 ; 3145605.0;1.79
1780 ; 3164026.0;1.79
1780 ; 3165029.0;0.58
1780 ; 3166031.0;1.69
1780 ; 3167033.0;1.8
1780 ; 3168035.0;1.76
1780 ; 3169037.0;1.76
1780 ; 3170038.0;1.79
1780 ; 3171040.0;1.78
1780 ; 3172042.0;1.77
1780 ; 3173044.0;1.79
1780 ; 3174046.0;1.77
1780 ; 3175048.0;1.78
1780 ; 3176050.0;1.76
1780 ; 3177052.0;1.76
1780 ; 3178054.0;1.77
1780 ; 3179056.0;1.78
1780 ; 3180058.0;1.77
1780 ; 3181060.0;1.77
1780 ; 3182062.0;1.76
1780 ; 3183064.0;1.78
1780 ; 3184066.0;1.77
1780 ; 3185068.0;1.78
1780 ; 3186070.0;1.75
1780 ; 3187072.0;1.74
1780 ; 3188074.0;1.76
1780 ; 3189076.0;1.76
1780 ; 3190078.0;1.79
1780 ; 3191080.0;1.76
1780 ; 3192082.0;1.78
1780 ; 3193084.0;1.77
1780 ; 3211526.0;1.77
1780 ; 3212529.0;1.77
1780 ; 3213531.0;0.78
1780 ; 3214533.0;1.7
1780 ; 3215535.0;1.76
1780 ; 3216537.0;1.78
1780 ; 3217539.0;1.78
1780 ; 3218541.0;1.79
1780 ; 3219543.0;1.78
1780 ; 3220545.0;1.78
1780 ; 3221547.0;1.77
1780 ; 3222549.0;1.81
1780 ; 3223551.0;1.78
1780 ; 3224553.0;1.77
1780 ; 3225555.0;1.78
1780 ; 3226558.0;1.78
1780 ; 3227560.0;1.76
1780 ; 3228562.0;1.78
1780 ; 3229564.0;1.79
1780 ; 3230566.0;1.77
1780 ; 3231568.0;1.78
1780 ; 3232570.0;1.8
1780 ; 3233572.0;1.81
1780 ; 3234574.0;1.76
1780 ; 3235576.0;1.78
1780 ; 3236578.0;1.76
1780 ; 3237580.0;1.74
1780 ; 3238582.0;1.82
1780 ; 3239584.0;1.78
1780 ; 3240586.0;1.77
1780 ; 3259027.0;1.77
1780 ; 3260030.0;1.23
1780 ; 3261032.0;1.77
1780 ; 3262034.0;1.81
1780 ; 3263036.0;1.8
1780 ; 3264038.0;1.82
1780 ; 3265040.0;1.82
1780 ; 3266042.0;1.81
1780 ; 3267044.0;1.81
1780 ; 3268046.0;1.81
1780 ; 3269048.0;1.81
1780 ; 3270050.0;1.81
1780 ; 3271052.0;1.81
1780 ; 3272054.0;1.79
1780 ; 3273056.0;1.81
1780 ; 3274058.0;1.8
1780 ; 3275060.0;1.79
1780 ; 3276062.0;1.81
1780 ; 3277064.0;1.78
1780 ; 3278066.0;1.69
1780 ; 3279068.0;1.81
1780 ; 3280070.0;1.75
1780 ; 3281072.0;1.77
1780 ; 3282074.0;1.75
1780 ; 3283076.0;1.75
1780 ; 3284078.0;1.77
1780 ; 3285080.0;1.85
1780 ; 3286082.0;1.9
1780 ; 3287084.0;1.79
1780 ; 3288086.0;1.89
1780 ; 3306527.0;1.89
1780 ; 3307530.0;1.89
1780 ; 3308532.0;0.61
1780 ; 3309534.0;1.78
1780 ; 3310536.0;1.83
1780 ; 3311538.0;1.8
1780 ; 3312540.0;1.8
1780 ; 3313542.0;1.82
1780 ; 3314544.0;1.84
1780 ; 3315546.0;1.81
1780 ; 3316548.0;1.81
1780 ; 3317550.0;1.8
1780 ; 3318552.0;1.81
1780 ; 3319554.0;1.82
1780 ; 3320556.0;1.83
1780 ; 3321558.0;1.82
1780 ; 3322560.0;1.84
1780 ; 3323562.0;1.86
1780 ; 3324564.0;1.8
1780 ; 3325566.0;1.82
1780 ; 3326568.0;1.84
1780 ; 3327570.0;1.87
1780 ; 3328572.0;1.84
1780 ; 3329575.0;1.82
1780 ; 3330577.0;1.83
1780 ; 3331579.0;1.8
1780 ; 3332581.0;1.8
1780 ; 3333583.0;1.79
1780 ; 3334585.0;1.8
1780 ; 3335587.0;1.81
1780 ; 3354027.0;1.81
1780 ; 3355030.0;1.5
1780 ; 3356032.0;1.75
1780 ; 3357034.0;1.74
1780 ; 3358036.0;1.73
1780 ; 3359038.0;1.72
1780 ; 3360040.0;1.73
1780 ; 3361042.0;1.71
1780 ; 3362044.0;1.71
1780 ; 3363046.0;1.71
1780 ; 3364048.0;1.74
1780 ; 3365050.0;1.7
1780 ; 3366052.0;1.69
1780 ; 3367054.0;1.69
1780 ; 3368056.0;1.66
1780 ; 3369058.0;1.7
1780 ; 3370060.0;1.72
1780 ; 3371062.0;1.67
1780 ; 3372064.0;1.67
1780 ; 3373066.0;1.67
1780 ; 3374068.0;1.67
1780 ; 3375070.0;1.69
1780 ; 3376072.0;1.69
1780 ; 3377074.0;1.68
1780 ; 3378076.0;1.66
1780 ; 3379078.0;1.67
1780 ; 3380080.0;1.68
1780 ; 3381082.0;1.67
1780 ; 3382084.0;1.65
1780 ; 3383086.0;1.68
1780 ; 3401527.0;1.68
1780 ; 3402530.0;1.68
1780 ; 3403532.0;1.57
1780 ; 3404534.0;1.79
1780 ; 3405536.0;1.76
1780 ; 3406538.0;1.72
1780 ; 3407540.0;1.7
1780 ; 3408542.0;1.7
1780 ; 3409544.0;1.71
1780 ; 3410546.0;1.72
1780 ; 3411548.0;1.72
1780 ; 3412550.0;1.73
1780 ; 3413552.0;1.74
1780 ; 3414554.0;1.73
1780 ; 3415556.0;1.71
1780 ; 3416558.0;1.71
1780 ; 3417560.0;1.72
1780 ; 3418562.0;1.72
1780 ; 3419564.0;1.71
1780 ; 3420566.0;1.68
1780 ; 3421568.0;1.7
1780 ; 3422570.0;1.7
1780 ; 3423572.0;1.7
1780 ; 3424574.0;1.72
1780 ; 3425576.0;1.71
1780 ; 3426578.0;1.71
1780 ; 3427580.0;1.71
1780 ; 3428582.0;1.71
1780 ; 3429584.0;1.71
1780 ; 3430586.0;1.7
1780 ; 3449027.0;1.7
1780 ; 3450030.0;1.7
1780 ; 3451032.0;1.7
1780 ; 3452034.0;1.46
1780 ; 3453036.0;1.69
1780 ; 3454038.0;1.73
1780 ; 3455040.0;1.72
1780 ; 3456042.0;1.77
1780 ; 3457044.0;1.76
1780 ; 3458046.0;1.77
1780 ; 3459048.0;1.76
1780 ; 3460050.0;1.76
1780 ; 3461052.0;1.74
1780 ; 3462054.0;1.73
1780 ; 3463056.0;1.76
1780 ; 3464058.0;1.75
1780 ; 3465060.0;1.75
1780 ; 3466062.0;1.75
1780 ; 3467064.0;1.74
1780 ; 3468066.0;1.75
1780 ; 3469068.0;1.73
1780 ; 3470070.0;1.78
1780 ; 3471072.0;1.75
1780 ; 3472074.0;1.75
1780 ; 3473076.0;1.75
1780 ; 3474078.0;1.74
1780 ; 3475080.0;1.76
1780 ; 3476082.0;1.75
1780 ; 3477084.0;1.74
1780 ; 3478086.0;1.74
1780 ; 3496528.0;1.74
1780 ; 3497531.0;0.59
1780 ; 3498533.0;1.67
1780 ; 3499535.0;1.69
1780 ; 3500537.0;1.7
1780 ; 3501539.0;1.7
1780 ; 3502541.0;1.75
1780 ; 3503543.0;1.7
1780 ; 3504545.0;1.71
1780 ; 3505547.0;1.69
1780 ; 3506549.0;1.7
1780 ; 3507551.0;1.76
1780 ; 3508553.0;1.72
1780 ; 3509555.0;1.72
1780 ; 3510557.0;1.72
1780 ; 3511559.0;1.72
1780 ; 3512561.0;1.71
1780 ; 3513563.0;1.7
1780 ; 3514565.0;1.71
1780 ; 3515567.0;1.72
1780 ; 3516569.0;1.68
1780 ; 3517571.0;1.72
1780 ; 3518573.0;1.69
1780 ; 3519575.0;1.7
1780 ; 3520577.0;1.7
1780 ; 3521579.0;1.71
1780 ; 3522581.0;1.69
1780 ; 3523583.0;1.68
1780 ; 3524585.0;1.68
1780 ; 3525587.0;1.71
1780 ; 3544028.0;1.71
1780 ; 3545031.0;1.71
1780 ; 3546033.0;0.77
1780 ; 3547035.0;1.6
1780 ; 3548037.0;1.65
1780 ; 3549039.0;1.67
1780 ; 3550041.0;1.68
1780 ; 3551043.0;1.68
1780 ; 3552045.0;1.69
1780 ; 3553047.0;1.69
1780 ; 3554049.0;1.67
1780 ; 3555051.0;1.69
1780 ; 3556053.0;1.66
1780 ; 3557055.0;1.67
1780 ; 3558057.0;1.69
1780 ; 3559059.0;1.75
1780 ; 3560061.0;1.71
1780 ; 3561063.0;1.7
1780 ; 3562065.0;1.69
1780 ; 3563067.0;1.68
1780 ; 3564069.0;1.68
1780 ; 3565071.0;1.7
1780 ; 3566073.0;1.7
1780 ; 3567075.0;1.71
1780 ; 3568077.0;1.69
