1780;159816.0;216;-5419;-8017;8745;3003406.5;3032999.25
1780;159918.0;217;-5432;-8174;8513;3105409.0;3135003.5
1780;160122.0;219;-5490;-8319;8495;3309413.25;3339002.75
1780;160224.0;222;-5431;-8238;7898;3411415.5;3441005.0
1780;160326.0;221;-5441;-8066;9327;3513418.0;3543011.25
1780;160428.0;224;-5446;-8090;8848;3615420.0;3645009.5
1780;160530.0;218;-5394;-8090;12726;3717422.25;3747007.5
1780;160632.0;217;-5385;-8211;12439;3819424.5;3849014.0
1780;160734.0;216;-5457;-8076;12847;3921426.75;3951016.0
1780;160836.0;217;-5417;-8155;10871;4023429.0;4053018.5
1780;160938.0;219;-5430;-8248;10162;4125431.25;4155021.5
1780;161040.0;217;-5401;-8454;10115;4227433.5;4257023.0
1780;161142.0;221;-5425;-8339;10187;4329435.5;4359024.5
1780;161244.0;219;-5382;-8213;11071;4431437.5;4461030.5
1780;161346.0;218;-5446;-8220;10528;4533440.5;4563029.5
1780;161448.0;222;-5524;-8197;10016;4635442.5;4665035.5
1780;161550.0;218;-5435;-8075;12313;4737444.5;4767034.5
1780;161652.0;220;-5481;-8101;10007;4839447.0;4869036.0
1780;161754.0;225;-5432;-8030;11568;4941449.0;4971039.5
1780;161856.0;218;-5454;-7941;9219;5043451.0;5073041.5
1780;161958.0;220;-5460;-7917;9193;5145453.5;5175043.0
1780;162060.0;220;-5353;-7994;10747;5247455.5;5277047.0
1780;162264.0;222;-5362;-8331;9541;5451460.5;5481049.5
1780;162366.0;216;-5471;-8050;9486;5553462.5;5583052.5
1780;162468.0;213;-5468;-8023;10067;5655464.5;5685054.0
1780;162570.0;219;-5406;-8088;10470;5757467.0;5787057.5
1780;162672.0;215;-5429;-8212;9858;5859469.0;5889059.0
1780;162774.0;215;-5383;-8395;11926;5961471.0;5991063.0
1780;162876.0;215;-5372;-8235;10889;6063473.5;6093061.0
1780;162978.0;220;-5427;-8058;10940;6165475.5;6195065.0
1780;163080.0;214;-5466;-8005;11935;6267478.0;6297068.5
1780;163182.0;219;-5417;-8317;9755;6369480.5;6399074.0
1780;163284.0;221;-5514;-8280;8361;6471482.5;6501072.0
1780;163386.0;219;-5501;-8223;8544;6573484.5;6603072.0
1780;163488.0;217;-5450;-7897;11220;6675487.0;6705079.5
1780;163590.0;216;-5447;-7956;10066;6777489.0;6807083.0
1780;163692.0;219;-5437;-7996;12409;6879490.0;6909078.0
1780;163794.0;215;-5412;-7996;12045;6981493.5;7011083.0
1780;163896.0;221;-5428;-8042;10270;7083493.5;7113086.0
1780;164100.0;217;-5453;-8054;11464;7287500.5;7317092.5
1780;164202.0;217;-5399;-8198;11236;7389502.5;7419092.5
1780;164508.0;221;-5443;-7891;10061;7695509.0;7725098.0
1780;164610.0;215;-5413;-7938;9827;7797511.0;7827100.0
1780;164712.0;217;-5402;-7991;9710;7899514.0;7929107.0
1780;164814.0;219;-5382;-7956;12112;8001516.0;8031106.0
1780;164916.0;220;-5432;-7944;11094;8103518.0;8133110.0
1780;165018.0;219;-5381;-7907;10265;8205520.5;8235113.0
1780;165120.0;218;-5398;-8259;9125;8307522.5;8337114.5
1780;165222.0;217;-5386;-7967;11694;8409525.0;8439118.0
1780;165324.0;217;-5472;-7918;12582;8511527.0;8541117.0
1780;165426.0;219;-5445;-8171;9901;8613529.0;8643124.0
1780;165528.0;217;-5454;-8131;9326;8715532.0;8745120.0
1780;165630.0;217;-5465;-7927;11044;8817534.0;8847123.0
1780;165732.0;220;-5401;-7955;11565;8919536.0;8949126.0
1780;165834.0;220;-5407;-7914;11451;9021538.0;9051128.0
1780;165936.0;220;-5403;-7835;11859;9123540.0;9153128.0
1780;166038.0;214;-5398;-7968;11457;9225543.0;9255135.0
1780;166140.0;219;-5404;-8206;11787;9327545.0;9357134.0
1780;166242.0;218;-5476;-8010;13105;9429547.0;9459137.0
1780;166344.0;220;-5450;-7935;12234;9531549.0;9561142.0
1780;166548.0;216;-5451;-8134;9260;9735553.0;9765147.0
1780;166650.0;213;-5349;-8095;10530;9837555.0;9867145.0
1780;166752.0;213;-5406;-7932;12495;9939559.0;9969151.0
1780;166854.0;214;-5356;-7903;10644;10041561.0;10071150.0
1780;166956.0;213;-5425;-7889;10995;10143563.0;10173152.0
1780;167058.0;217;-5410;-7843;10348;10245565.0;10275151.0
1780;167160.0;222;-5366;-7830;10639;10347567.0;10377156.0
1780;167262.0;219;-5413;-7899;12182;10449569.0;10479161.0
1780;167364.0;219;-5483;-7802;12145;10551572.0;10581165.0
1780;167466.0;211;-5372;-7854;9421;10653574.0;10683168.0
1780;167568.0;211;-5438;-7826;10361;10755576.0;10785165.0
1780;167670.0;219;-5428;-7843;9662;10857578.0;10887168.0
1780;167772.0;219;-5387;-7819;12464;10959580.0;10989173.0
1780;167874.0;220;-5421;-7832;12288;11061582.0;11091175.0
1780;167976.0;213;-5412;-7744;10817;11163585.0;11193177.0
1780;168078.0;214;-5395;-7959;10281;11265587.0;11295177.0
1780;168180.0;218;-5412;-7856;10031;11367589.0;11397179.0
1780;168282.0;217;-5449;-7824;11782;11469591.0;11499179.0
1780;168384.0;217;-5362;-7871;13625;11571593.0;11601183.0
1780;168486.0;216;-5411;-7890;10753;11673596.0;11703188.0
1780;168690.0;218;-5475;-7956;10562;11877601.0;11907190.0
1780;168792.0;221;-5472;-7969;12906;11979603.0;12009195.0
1780;168894.0;213;-5386;-8110;12415;12081605.0;12111198.0
1780;168996.0;214;-5359;-7913;10649;12183607.0;12213198.0
1780;169098.0;217;-5483;-7825;11151;12285609.0;12315203.0
1780;169200.0;220;-5469;-7852;11171;12387612.0;12417206.0
1780;169302.0;217;-5445;-7909;11584;12489614.0;12519208.0
1780;169404.0;219;-5370;-7884;12122;12591616.0;12621214.0
1780;169506.0;219;-5389;-7848;10646;12693618.0;12723214.0
1780;169608.0;216;-5403;-7861;10930;12795620.0;12825211.0
1780;169710.0;220;-5427;-7862;11266;12897622.0;12927217.0
1780;169812.0;221;-5437;-7901;10911;12999625.0;13029218.0
1780;169914.0;218;-5398;-8170;11398;13101627.0;13131217.0
